MenuID;OptionID;Locale;OptionText;BoxText
4550;2;ruRU;Я хочу знать о двойной специализации талантов.;
4551;0;ruRU;Я ищу обучение путям Охотника.;
4551;1;ruRU;Я хочу разучить свои таланты.;
4551;2;ruRU;Я хочу знать о двойной специализации талантов.;
4552;0;ruRU;Меня интересует обучение магов.;
4552;1;ruRU;Я хочу разучить свои таланты.;
4552;2;ruRU;Узнайте о двойной специализации талантов.;
4554;0;ruRU;Меня интересует обучение магов.;
4554;1;ruRU;Я хочу разучить свои таланты.;
4556;0;ruRU;Я хотел бы продолжить обучение путям Света.;
4556;1;ruRU;Я хочу разучить свои таланты.;
4556;2;ruRU;Я хочу знать о двойной специализации талантов.;
4557;0;ruRU;Я хотел бы продолжить обучение путям Света.;
4557;1;ruRU;Я хочу разучить свои таланты.;
4557;2;ruRU;Я хочу знать о двойной специализации талантов.;
4558;0;ruRU;Я ищу больше обучения священническим путям.;
4558;1;ruRU;Я хочу разучить свои таланты.;
4558;2;ruRU;Я хочу знать о двойной специализации талантов.;
4559;0;ruRU;Я ищу больше обучения священническим путям.;
4559;1;ruRU;Я хочу разучить свои таланты.;
4559;2;ruRU;Я хочу знать о двойной специализации талантов.;
4561;0;ruRU;Я ищу мошенническую тренировку.;
4561;1;ruRU;Я хочу разучить свои таланты.;
4561;2;ruRU;Я хочу знать о двойной специализации талантов.;
4561;4;ruRU;<Возьми письмо>;
4562;0;ruRU;Я ищу мошенническую тренировку.;
4562;1;ruRU;Я хочу разучить свои таланты.;
4562;2;ruRU;Я хочу знать о двойной специализации талантов.;
4562;4;ruRU;<Возьми письмо>;
4566;0;ruRU;Меня интересует обучение чернокнижника.;
4566;1;ruRU;Я хочу разучить свои таланты.;
4566;2;ruRU;Узнайте о двойной специализации талантов.;
4567;0;ruRU;Меня интересует обучение чернокнижника.;
4567;1;ruRU;Я хочу разучить свои таланты.;
4567;2;ruRU;Узнайте о двойной специализации талантов.;
4568;0;ruRU;Мне нужна боевая подготовка.;
4568;1;ruRU;Я хочу разучить свои таланты.;
4568;2;ruRU;Я хочу знать о двойной специализации талантов.;
4569;0;ruRU;Мне нужна боевая подготовка.;
4569;1;ruRU;Я хочу разучить свои таланты.;
4569;2;ruRU;Я хочу знать о двойной специализации талантов.;
4570;0;ruRU;Мне нужна боевая подготовка.;
4570;1;ruRU;Я хочу разучить свои таланты.;
4570;2;ruRU;Я хочу знать о двойной специализации талантов.;
4571;0;ruRU;Я ищу обучение на друида.;
4571;1;ruRU;Я хочу разучить свои таланты.;
4571;2;ruRU;Я хочу знать о двойной специализации талантов.;
4572;0;ruRU;Я ищу больше обучения священническим путям.;
4572;1;ruRU;Я хочу разучить свои таланты.;
4572;2;ruRU;Я хочу знать о двойной специализации талантов.;
4573;0;ruRU;Я ищу больше обучения священническим путям.;
4573;1;ruRU;Я хочу разучить свои таланты.;
4573;2;ruRU;Я хочу знать о двойной специализации талантов.;
4574;0;ruRU;Я ищу больше обучения священническим путям.;
4574;1;ruRU;Я хочу разучить свои таланты.;
4574;2;ruRU;Я хочу знать о двойной специализации талантов.;
4575;0;ruRU;Я ищу обучение.;
4575;1;ruRU;Я хочу разучить свои таланты.;
4575;2;ruRU;Я хочу знать о двойной специализации талантов.;
4575;4;ruRU;<Возьми письмо>;
4576;0;ruRU;Я ищу обучение.;
4576;1;ruRU;Я хочу разучить свои таланты.;
4576;2;ruRU;Я хочу знать о двойной специализации талантов.;
4576;4;ruRU;<Возьми письмо>;
4577;0;ruRU;Я ищу обучение.;
4577;1;ruRU;Я хочу разучить свои таланты.;
4577;2;ruRU;Я хочу знать о двойной специализации талантов.;
4577;4;ruRU;<Возьми письмо>;
4578;0;ruRU;Мне нужна боевая подготовка.;
4578;1;ruRU;Я хочу разучить свои таланты.;
4578;2;ruRU;Я хочу знать о двойной специализации талантов.;
4579;0;ruRU;Мне нужна боевая подготовка.;
4579;1;ruRU;Я хочу разучить свои таланты.;
4579;2;ruRU;Я хочу знать о двойной специализации талантов.;
4581;0;ruRU;Мне нужна боевая подготовка.;
4581;1;ruRU;Я хочу разучить свои таланты.;
4581;2;ruRU;Я хочу знать о двойной специализации талантов.;
4603;0;ruRU;Меня интересует обучение чернокнижника.;
4603;1;ruRU;Я хочу разучить свои таланты.;
4603;2;ruRU;Узнайте о двойной специализации талантов.;
4604;0;ruRU;Меня интересует обучение чернокнижника.;
4604;1;ruRU;Я хочу разучить свои таланты.;
4604;2;ruRU;Узнайте о двойной специализации талантов.;
4605;0;ruRU;Я ищу обучение на друида.;
4605;1;ruRU;Я хочу разучить свои таланты.;
4605;2;ruRU;Я хочу знать о двойной специализации талантов.;
4606;0;ruRU;Я ищу обучение на друида.;
4606;1;ruRU;Я хочу разучить свои таланты.;
4606;2;ruRU;Я хочу знать о двойной специализации талантов.;
4607;0;ruRU;Я ищу обучение на друида.;
4607;1;ruRU;Я хочу разучить свои таланты.;
4607;2;ruRU;Я хочу знать о двойной специализации талантов.;
4609;0;ruRU;Я отдаю себя на дальнейшее обучение моему мастеру.;
4609;1;ruRU;Я хочу разучить свои таланты.;
4609;2;ruRU;Узнайте о двойной специализации талантов.;
4610;0;ruRU;Я отдаю себя на дальнейшее обучение, мой господин.;
4610;1;ruRU;Я хочу разучить свои таланты.;
4610;2;ruRU;Узнайте о двойной специализации талантов.;
4621;0;ruRU;Я хотел бы обучение.;
4621;1;ruRU;Я хочу разучить свои таланты.;
4621;2;ruRU;Я хочу знать о двойной специализации талантов.;
4641;0;ruRU;Меня интересует обучение чернокнижника.;
4641;1;ruRU;Я хочу разучить свои таланты.;
4641;2;ruRU;Узнайте о двойной специализации талантов.;
4642;0;ruRU;Я жажду большего знания путей колдуна.;
4642;1;ruRU;Я хочу разучить свои таланты.;
4642;2;ruRU;Я хочу знать о двойной специализации талантов.;
4643;0;ruRU;Меня интересует обучение чернокнижника.;
4643;1;ruRU;Я хочу разучить свои таланты.;
4643;2;ruRU;Узнайте о двойной специализации талантов.;
4644;0;ruRU;Я стремлюсь к дальнейшему обучению друидов, чтобы лучше понять волю Матери-Земли.;
4645;0;ruRU;Мне нужна боевая подготовка.;
4645;1;ruRU;Я хочу разучить свои таланты.;
4645;2;ruRU;Я хочу знать о двойной специализации талантов.;
4646;0;ruRU;Я ищу обучение на друида.;
4646;1;ruRU;Я хочу разучить свои таланты.;
4646;2;ruRU;Я хочу знать о двойной специализации талантов.;
4647;0;ruRU;Я ищу обучение путям Охотника.;
4647;1;ruRU;Я хочу разучить свои таланты.;
4647;2;ruRU;Я хочу знать о двойной специализации талантов.;
4648;0;ruRU;Я желаю тренироваться.;
4648;1;ruRU;Я хочу разучить свои таланты.;
4648;2;ruRU;Я хочу знать о двойной специализации талантов.;
4649;0;ruRU;Мне нужна боевая подготовка.;
4649;1;ruRU;Я хочу разучить свои таланты.;
4649;2;ruRU;Я хочу знать о двойной специализации талантов.;
4650;0;ruRU;Мне нужна боевая подготовка.;
4650;1;ruRU;Я хочу разучить свои таланты.;
4650;2;ruRU;Я хочу знать о двойной специализации талантов.;
4651;0;ruRU;Меня интересует обучение магов.;
4651;1;ruRU;Я хочу разучить свои таланты.;
4651;2;ruRU;Узнайте о двойной специализации талантов.;
4652;0;ruRU;Научи меня путям духов.;
4652;1;ruRU;Я хочу разучить свои таланты.;
4652;2;ruRU;Я хочу знать о двойной специализации талантов.;
4653;0;ruRU;Мне нужна боевая подготовка.;
4653;1;ruRU;Я хочу разучить свои таланты.;
4653;2;ruRU;Я хочу знать о двойной специализации талантов.;
4654;0;ruRU;Меня интересует обучение магов.;
4654;1;ruRU;Я хочу разучить свои таланты.;
4654;2;ruRU;Узнайте о двойной специализации талантов.;
4655;0;ruRU;Я отдаю себя на дальнейшее обучение моему мастеру.;
4655;1;ruRU;Я хочу разучить свои таланты.;
4655;2;ruRU;Узнайте о двойной специализации талантов.;
4656;0;ruRU;Я отдаю себя на дальнейшее обучение моему мастеру.;
4656;1;ruRU;Я хочу разучить свои таланты.;
4656;2;ruRU;Узнайте о двойной специализации талантов.;
4657;0;ruRU;Я ищу обучение путям Охотника.;
4657;1;ruRU;Я хочу разучить свои таланты.;
4657;2;ruRU;Я хочу знать о двойной специализации талантов.;
4658;0;ruRU;Можешь научить меня пользоваться разбойничьими навыками?;
4658;1;ruRU;Я хочу разучить свои таланты.;
4658;2;ruRU;Я хочу знать о двойной специализации талантов.;
4658;4;ruRU;<Возьми письмо>;
4659;0;ruRU;Можешь научить меня пользоваться разбойничьими навыками?;
4659;1;ruRU;Я хочу разучить свои таланты.;
4659;2;ruRU;Я хочу знать о двойной специализации талантов.;
4659;4;ruRU;<Возьми письмо>;
4660;0;ruRU;Меня интересует обучение магов.;
4660;1;ruRU;Я хочу разучить свои таланты.;
4660;2;ruRU;Узнайте о двойной специализации талантов.;
4661;0;ruRU;Меня интересует обучение магов.;
4661;1;ruRU;Я хочу разучить свои таланты.;
4661;2;ruRU;Узнайте о двойной специализации талантов.;
4662;0;ruRU;Я хотел бы продолжить обучение путям Света.;
4662;1;ruRU;Я хочу разучить свои таланты.;
4662;2;ruRU;Я хочу знать о двойной специализации талантов.;
4663;0;ruRU;Пожалуйста, научите меня.;
4664;0;ruRU;Я хотел бы продолжить обучение путям Света.;
4665;0;ruRU;Я ищу больше обучения священническим путям.;
4665;1;ruRU;Я хочу разучить свои таланты.;
4665;2;ruRU;Я хочу знать о двойной специализации талантов.;
4666;0;ruRU;Я ищу больше обучения священническим путям.;
4666;1;ruRU;Я хочу разучить свои таланты.;
4666;2;ruRU;Я хочу знать о двойной специализации талантов.;
4667;0;ruRU;Меня интересует обучение чернокнижника.;
4667;1;ruRU;Я хочу разучить свои таланты.;
4667;2;ruRU;Узнайте о двойной специализации талантов.;
4674;0;ruRU;Я хотел бы обучение.;
4674;1;ruRU;Я хочу разучить свои таланты.;
4674;2;ruRU;Я хочу знать о двойной специализации талантов.;
4675;0;ruRU;Я ищу обучение путям Охотника.;
4675;1;ruRU;Я хочу разучить свои таланты.;
4675;2;ruRU;Я хочу знать о двойной специализации талантов.;
4676;0;ruRU;Можешь научить меня пользоваться разбойничьими навыками?;
4676;1;ruRU;Я хочу разучить свои таланты.;
4676;2;ruRU;Я хочу знать о двойной специализации талантов.;
4676;4;ruRU;<Возьми письмо>;
4677;0;ruRU;Я хотел бы продолжить обучение путям Света.;
4677;1;ruRU;Я хочу разучить свои таланты.;
4677;2;ruRU;Я хочу знать о двойной специализации талантов.;
4678;0;ruRU;Я хотел бы продолжить обучение путям Света.;
4678;1;ruRU;Я хочу разучить свои таланты.;
4678;2;ruRU;Я хочу знать о двойной специализации талантов.;
4679;0;ruRU;Я ищу больше обучения священническим путям.;
4679;1;ruRU;Я хочу разучить свои таланты.;
4679;2;ruRU;Я хочу знать о двойной специализации талантов.;
4680;0;ruRU;Я ищу больше обучения священническим путям.;
4680;1;ruRU;Я хочу разучить свои таланты.;
4680;2;ruRU;Я хочу знать о двойной специализации талантов.;
4681;0;ruRU;Меня интересует обучение чернокнижника.;
4681;1;ruRU;Я хочу разучить свои таланты.;
4681;2;ruRU;Узнайте о двойной специализации талантов.;
4682;0;ruRU;Меня интересует обучение чернокнижника.;
4682;1;ruRU;Я хочу разучить свои таланты.;
4682;2;ruRU;Узнайте о двойной специализации талантов.;
4683;0;ruRU;Мне нужна боевая подготовка.;
4683;1;ruRU;Я хочу разучить свои таланты.;
4683;2;ruRU;Я хочу знать о двойной специализации талантов.;
4684;0;ruRU;Мне нужна боевая подготовка.;
4684;1;ruRU;Я хочу разучить свои таланты.;
4684;2;ruRU;Я хочу знать о двойной специализации талантов.;
4685;0;ruRU;Меня интересует обучение магов.;
4685;1;ruRU;Я хочу разучить свои таланты.;
4685;2;ruRU;Узнайте о двойной специализации талантов.;
4686;0;ruRU;Меня интересует обучение магов.;
4686;1;ruRU;Я хочу разучить свои таланты.;
4686;2;ruRU;Узнайте о двойной специализации талантов.;
4687;0;ruRU;Я ищу обучение на друида.;
4687;1;ruRU;Я хочу разучить свои таланты.;
4687;2;ruRU;Я хочу знать о двойной специализации талантов.;
4688;0;ruRU;Я ищу обучение на друида.;
4688;1;ruRU;Я хочу разучить свои таланты.;
4688;2;ruRU;Я хочу знать о двойной специализации талантов.;
4690;0;ruRU;Я ищу обучение.;
4690;1;ruRU;Я хочу разучить свои таланты.;
4690;2;ruRU;Я хочу знать о двойной специализации талантов.;
4690;4;ruRU;<Возьми письмо>;
4691;0;ruRU;Я ищу больше обучения священническим путям.;
4691;1;ruRU;Я хочу разучить свои таланты.;
4691;2;ruRU;Я хочу знать о двойной специализации талантов.;
4692;0;ruRU;Я ищу больше обучения священническим путям.;
4692;1;ruRU;Я хочу разучить свои таланты.;
4692;2;ruRU;Я хочу знать о двойной специализации талантов.;
4693;0;ruRU;Я хотел бы тренироваться.;
4693;1;ruRU;Я хочу разучить свои таланты.;
4693;2;ruRU;Я хочу знать о двойной специализации талантов.;
4694;0;ruRU;Я хотел бы обучение.;
4694;1;ruRU;Я хочу разучить свои таланты.;
4694;2;ruRU;Я хочу знать о двойной специализации талантов.;
4695;0;ruRU;Я хотел бы тренироваться.;
4695;1;ruRU;Я хочу разучить свои таланты.;
4695;2;ruRU;Я хочу знать о двойной специализации талантов.;
4696;0;ruRU;Мне нужна боевая подготовка.;
4696;1;ruRU;Я хочу разучить свои таланты.;
4696;2;ruRU;Я хочу знать о двойной специализации талантов.;
4697;0;ruRU;Мне нужна боевая подготовка.;
4697;1;ruRU;Я хочу разучить свои таланты.;
4697;2;ruRU;Я хочу знать о двойной специализации талантов.;
4741;0;ruRU;Мне нужно обучение, Лумак.;
4742;0;ruRU;Мне нужно обучение, Гримнур.;
4743;0;ruRU;Где взять Зачарованный Торий?;
4743;1;ruRU;Где я могу найти Crystal Restore?;
4746;0;ruRU;Я хочу просмотреть ваши товары, Дирдж.;
4747;0;ruRU;Мне нужно обучение, Замья.;
4761;0;ruRU;Мне нужно обучение, Арнок.;
4762;0;ruRU;мне нужно обучение;
4763;0;ruRU;Изера - мой ответ.;
4763;1;ruRU;Нелтарион - мой ответ.;
4763;2;ruRU;Алекстраза - мой ответ.;
4763;3;ruRU;Малигос - мой ответ.;
4764;0;ruRU;Кел’Тузад — мой ответ.;
4764;1;ruRU;Гул'дан - мой ответ.;
4764;2;ruRU;Кил'джеден - мой ответ.;
4764;3;ruRU;Нер'зул - мой ответ.;
4781;0;ruRU;Покажи мне, к чему у меня есть доступ, Лохтос.;
4781;1;ruRU;Получить контракт Братства Тория;
4783;0;ruRU;Как дрессировать своего питомца?;
4783;1;ruRU;Я хочу отучить своего питомца.;
4801;0;ruRU;Я ищу больше обучения священническим путям.;
4801;1;ruRU;Я хочу разучить свои таланты.;
4801;2;ruRU;Я хочу знать о двойной специализации талантов.;
4821;0;ruRU;Пожалуйста, научите меня.;
4822;0;ruRU;Пожалуйста, научите меня.;
4823;0;ruRU;Пожалуйста, научите меня.;
4824;0;ruRU;Пожалуйста, научите меня.;
4825;0;ruRU;Пожалуйста, научите меня.;
4826;0;ruRU;Я хотел бы обучение.;
4827;0;ruRU;Пожалуйста, научите меня.;
4844;0;ruRU;Обучите меня.;
5021;3;ruRU;Сколько еще расходных материалов необходимо для следующего обновления?;
5061;0;ruRU;Можешь научить меня пользоваться разбойничьими навыками?;
5061;1;ruRU;Я хочу разучить свои таланты.;
5061;2;ruRU;Я хочу знать о двойной специализации талантов.;
5061;4;ruRU;<Возьми письмо>;
5102;0;ruRU;Вы когда-нибудь слышали о месте под названием Dire Maul?;
5108;0;ruRU;Как создать гильдию?;
5108;1;ruRU;Я хочу создать герб гильдии.;
5123;0;ruRU;Научи меня путям духов.;
5123;1;ruRU;Я хочу разучить свои таланты.;
5123;2;ruRU;Я хочу знать о двойной специализации талантов.;
5124;4;ruRU;Сколько еще расходных материалов необходимо для следующего обновления?;
5221;0;ruRU;Я бы хотел немного потренироваться с оружием;
5221;1;ruRU;Чему могут научить другие мастера оружия?;
5222;0;ruRU;Арбалет;
5222;1;ruRU;Пистолет;
5222;2;ruRU;Булава;
5222;3;ruRU;Древковое оружие;
5222;4;ruRU;Сотрудники;
5222;5;ruRU;Меч;
5241;0;ruRU;Сколько еще припасов нужно для отправки наземных войск?;
5241;2;ruRU;Я хочу просмотреть ваши товары.;
5262;0;ruRU;Арбалет;
5262;1;ruRU;Кинжал;
5262;2;ruRU;Кулачное оружие;
5262;3;ruRU;Пистолет;
5262;4;ruRU;Булава;
5262;5;ruRU;Древковое оружие;
5262;6;ruRU;Меч;
5263;0;ruRU;Я бы хотел немного потренироваться с оружием;
5263;1;ruRU;Чему могут научить другие мастера оружия?;
5265;0;ruRU;Топор;
5265;1;ruRU;Лук;
5265;2;ruRU;Арбалет;
5265;3;ruRU;Кинжал;
5265;4;ruRU;Кулачное оружие;
5265;5;ruRU;Древковое оружие;
5265;6;ruRU;Меч;
5265;7;ruRU;Брошенный;
5266;0;ruRU;Я бы хотел немного потренироваться с оружием;
5266;1;ruRU;Чему могут научить другие мастера оружия?;
5268;0;ruRU;Топор;
5268;1;ruRU;Лук;
5268;2;ruRU;Кулачное оружие;
5268;3;ruRU;Пистолет;
5268;4;ruRU;Булава;
5268;5;ruRU;Сотрудники;
5268;6;ruRU;Брошенный;
5269;0;ruRU;Я бы хотел немного потренироваться с оружием;
5269;1;ruRU;Чему могут научить другие мастера оружия?;
5270;0;ruRU;Топор;
5270;1;ruRU;Лук;
5270;2;ruRU;Кулачное оружие;
5270;3;ruRU;Пистолет;
5270;4;ruRU;Булава;
5270;5;ruRU;Брошенный;
5271;0;ruRU;Я бы хотел немного потренироваться с оружием;
5271;1;ruRU;Чему могут научить другие мастера оружия?;
5272;0;ruRU;Топор;
5272;1;ruRU;Арбалет;
5272;2;ruRU;Пистолет;
5272;3;ruRU;Булава;
5272;4;ruRU;Древковое оружие;
5272;5;ruRU;Меч;
5273;0;ruRU;Я бы хотел немного потренироваться с оружием;
5273;1;ruRU;Чему могут научить другие мастера оружия?;
5274;0;ruRU;Лук;
5274;1;ruRU;Арбалет;
5274;2;ruRU;Кинжал;
5274;3;ruRU;Древковое оружие;
5274;4;ruRU;Сотрудники;
5274;5;ruRU;Меч;
5274;6;ruRU;Брошенный;
5275;0;ruRU;Я бы хотел немного потренироваться с оружием;
5275;1;ruRU;Чему могут научить другие мастера оружия?;
5276;0;ruRU;Топор;
5276;1;ruRU;Лук;
5276;2;ruRU;Кулачное оружие;
5276;3;ruRU;Пистолет;
5276;4;ruRU;Булава;
5276;5;ruRU;Древковое оружие;
5276;6;ruRU;Сотрудники;
5276;7;ruRU;Меч;
5277;0;ruRU;Я бы хотел немного потренироваться с оружием;
5277;1;ruRU;Чему могут научить другие мастера оружия?;
5346;0;ruRU;Расскажите мне больше об истории Ремулоса и Зейтара.;
5349;2;ruRU;Расскажите мне больше об истории Ремулоса и Зейтара.;
5349;1;ruRU;Пожалуйста, расскажи мне больше о Заэтаре.;
5349;0;ruRU;Пожалуйста, расскажите мне больше о Мародоне.;
5351;0;ruRU;я не совсем понимаю...;
5352;0;ruRU;Нет, правда, я все еще не понимаю...;
5382;0;ruRU;Обучите меня.;
5461;0;ruRU;Я хочу создать герб гильдии.;
5461;1;ruRU;Как создать гильдию?;
5481;0;ruRU;Рокаро, я потерял амулет Драконьего Пламени. Можно ли создать еще один?;
5482;0;ruRU;Халех, я потерял амулет Драконьего Пламени. Не могли бы вы вылепить другой?;
5483;0;ruRU;Барнил, кажется, я потерял главу I.;
5483;1;ruRU;Барнил, кажется, я потерял главу II.;
5483;2;ruRU;Барнил, кажется, я потерял главу III.;
5483;3;ruRU;Барнил, кажется, я потерял главу IV.;
5502;0;ruRU;Раэна, я потерял жезл трансформации Дартола.;
5602;0;ruRU;Спасибо, Айронбарк. Мы готовы открыть вам дверь.;
5630;0;ruRU;Ларион, я хочу помочь тебе в борьбе с этими вредителями!;
5665;0;ruRU;Обучите меня.;
5667;0;ruRU;Привет, узел, я кожевник. Думаешь, ты мог бы научить меня делать костюм огра?;
5667;1;ruRU;Эй, узел - я портной. Думаешь, ты мог бы научить меня делать костюм огра?;
5667;2;ruRU;Итак, я нашел этот ключ от кандалов...;
5667;3;ruRU;Зачем мне чинить ловушку? Почему бы просто не убрать охрану по старинке?;
5668;0;ruRU;Полагаю, что так!;
5675;0;ruRU;Что вы знаете об этом?;
5687;0;ruRU;Битва?;
5688;0;ruRU;Продолжайте, пожалуйста.;
5689;0;ruRU;Я слушаю, Демитриан.;
5701;0;ruRU;Застигнуты врасплох? Как?;
5702;0;ruRU;<Кивнуть>;
5703;0;ruRU;<Передайте привязку Искателя Ветра>.;
5704;0;ruRU;Что же сделал Рагнарос дальше?;
5708;0;ruRU;Я новый король? О чем ты говоришь?;
5708;1;ruRU;Прихвостни? Дань?;
5709;0;ruRU;Игра? Ты не в своем уме?;
5710;0;ruRU;Почему вы немного...;
5711;0;ruRU;Помяни мои слова,, я тебя поймаю,, имп. И когда я делаю!;
5712;0;ruRU;УМЕРЕТЬ!;
5713;0;ruRU;Приготовьтесь встретить своего создателя.;
5715;0;ruRU;Хорошо быть королем! А теперь вернемся к тому, о чем вы говорили раньше...;
5721;0;ruRU;В смысле купить?! Я теперь король... и хорошо быть королем!;
5721;1;ruRU;Покажи мне, какой самогон у тебя есть на продажу, Криг.;
5723;0;ruRU;Очень грустная сказка. Спасибо, дух.;
5724;0;ruRU;Мы живем в мире бесконечной трагедии.;
5725;0;ruRU;Мне придется кого-нибудь убить, не так ли?;
5726;0;ruRU;Очаровательный. Продолжайте, пожалуйста.;
5727;0;ruRU;Продолжайте, пожалуйста.;
5728;0;ruRU;Я очень мало знаю о Высокорожденных и ничего о Шен'драларе.;
5729;0;ruRU;Что здесь произошло, дух?;
5733;0;ruRU;Да ты настоящий умник. Насколько ты считаешь себя умным, Слип'кик?;
5734;0;ruRU;Итак, теперь, когда я король... что у тебя есть для меня?!;
5735;0;ruRU;Зови меня "Босс". Что у тебя есть для меня!;
5738;0;ruRU;Э... так я их нашел. Я хотел показать королю, что они представляют угрозу! Скажи, капитан... Я слышал, как охранник Фенгус назвал тебя толстым, бесполезным любовником гноллов!;
5739;0;ruRU;Мм, я беру некоторых заключенных, которых мы нашли снаружи, перед королем для наказания.;
5740;0;ruRU;Ну тогда... покажи мне дань уважения!;
5743;0;ruRU;Скорбим о великой утрате.;
5743;1;ruRU;Скорбим о великой утрате.;
5749;0;ruRU;<Скопируйте схему в свой инженерный блокнот.>;
5750;0;ruRU;Телепортируй меня в Огненные Недра, Лотос.;
5762;0;ruRU;Лекслорт, я потерял ториевые кандалы.;
5764;0;ruRU;Почему ты говоришь, что это совпадение, Рабин?;
5765;0;ruRU;Плод плодородия?;
5766;0;ruRU;Но что-то пошло не так, не так ли?;
5767;0;ruRU;Что произойдет, если Плод Плодородия — или Фелвайн — будет полностью испорчен?;
5768;0;ruRU;Что ты хочешь, чтобы я сделал, Рабин?;
5779;0;ruRU;Что нужно сделать?;
5780;0;ruRU;Повелитель Огня и все, кто осмелится встать у меня на пути, сойдут с ума от моего гнева.;
5781;0;ruRU;Я буду рыскать по земле в поисках этого Создателя Земли. Что по сути?;
5783;0;ruRU;Отдай мне сосуд, верховный лорд.;
5812;0;ruRU;Вы Earthshaper, способный создавать Elementium?;
5813;0;ruRU;Что ты знаешь об этом, Францаль?;
5814;0;ruRU;Трещина?;
5815;0;ruRU;Так что же случилось?;
5818;0;ruRU;Горзики, я хочу совершить покупку.;
5842;0;ruRU;Как я могу это сделать?;
5843;0;ruRU;Все это очень интересно, но что вы хотите?;
5844;0;ruRU;Какая задача?;
5845;0;ruRU;Я ищу великого и могущественного Чернокнижника.;
5848;1;ruRU;Мне нужен новый свисток орка-сироты.;
5849;1;ruRU;Мне нужен новый человеческий сиротский свисток.;
5851;0;ruRU;Вождь Кровавое Копыто, это может показаться странной просьбой... но у меня есть юная подопечная, которая очень застенчива. Ты для него герой, и он попросил меня достать твой отпечаток копыта.;
5853;0;ruRU;Обучите меня.;
5854;0;ruRU;Обучите меня.;
5855;0;ruRU;Обучите меня.;
5856;0;ruRU;Обучите меня.;
5864;0;ruRU;Я хочу купить у вас.;
5868;0;ruRU;Меня не одурачит твоя маскировка, искусительница. Пришло твое время умереть.;
5870;0;ruRU;Так ты Клинфран Безумный? Грустно, я ожидал настоящего вызова. Ты осмеливаешься встретиться со мной в своей истинной форме?;
5871;0;ruRU;Я знаю тебя как Арториуса Вестника Рока. Покажи себя, демон! Лицом ко мне!;
5872;0;ruRU;Гном? Как жалко. Сразись со мной, демон!;
5962;0;ruRU;Я хочу просмотреть ваши товары.;
5967;0;ruRU;Мне нужна поездка.;
6001;0;ruRU;<Положи мою руку на шар.>;
6021;0;ruRU;Я не могу Валестраз! Конечно, что-то можно сделать, чтобы исцелить вас!;
6023;0;ruRU;Мне нужна поездка.;
6059;0;ruRU;Сделайте эту гостиницу своим домом.;
6059;1;ruRU;Позвольте мне просмотреть ваши товары.;
6086;0;ruRU;Я хотел бы купить у вас.;
6087;0;ruRU;Я хотел бы купить у вас.;
6087;1;ruRU;Чему ты можешь научить меня?;
6101;0;ruRU;Валестраз, нет!!;
6141;0;ruRU;Какие товары я получил право покупать для использования в Ущелье Песни Войны?;
6142;0;ruRU;Какие товары я получил право покупать для использования в Ущелье Песни Войны?;
6162;0;ruRU;Мне нужна поездка.;
6182;0;ruRU;Сайлас, почему почти все на ярмарке бесплатно? Как вы получаете прибыль?;
6185;0;ruRU;Я убиваю этого человека на месте, как и ожидал от меня мой сюзерен, поскольку он не более чем вор и лжец.;
6185;1;ruRU;Я передаю этого человека моему сюзерену для наказания, поскольку он нарушил закон страны, и я поклялся выполнять его.;
6185;2;ruRU;Я конфискую украденное у него зерно, предупреждаю его, что воровство — путь к гибели и разрушению, но отпускаю его, чтобы он вернулся к своей семье.;
6185;3;ruRU;Я разрешаю мужчине взять достаточно кукурузы, чтобы прокормить свою семью на пару дней, побуждая его покинуть землю.;
6186;0;ruRU;Я готов узнать, где моя удача!;
6187;0;ruRU;Я казню его в соответствии с инструкциями моего сюзерена, и делаю это так, что он мучительно страдает перед смертью в отместку за свои преступления против моего народа.;
6187;1;ruRU;Я казню его в соответствии с инструкциями моего сюзерена, но максимально безболезненно. Справедливость должна восторжествовать, но я могу проявить немного сострадания.;
6187;2;ruRU;Я рискую собственной жизнью и освобождаю его, чтобы он мог доказать свою невиновность. Если я могу, я помогу ему в любом случае.;
6202;0;ruRU;Позвольте мне просмотреть ваши товары.;
6202;1;ruRU;Расскажите мне подробнее об этих картах Новолуния.;
6207;0;ruRU;Расскажите мне больше о колоде зверей.;
6207;1;ruRU;Расскажите мне больше о колоде порталов.;
6207;2;ruRU;Расскажите мне больше о колоде Элементалей.;
6207;3;ruRU;Расскажите мне больше о колоде Warlords.;
6207;4;ruRU;Расскажите мне больше о колоде Фурии.;
6207;5;ruRU;Расскажите мне больше о колоде Безумия.;
6207;6;ruRU;Расскажите мне больше о колоде благословений.;
6207;7;ruRU;Расскажите мне больше о колоде Storms.;
6207;8;ruRU;Существуют ли другие колоды?;
6208;0;ruRU;Я противостою правителю за его злонамеренное поведение, отстаивая честь моего сюзерена, рискуя любой будущей дипломатией.;
6208;1;ruRU;Я не очень-то спокойно игнорирую оскорбление, надеясь вселить в правителя страх, что он, возможно, оплошал. Затем я сообщаю моему сюзерену об оскорблении, когда возвращаюсь.;
6208;2;ruRU;Я спокойно игнорирую оскорбление. Я не скажу моему сюзерену, так как я должен обеспечить мир любой ценой. Это всего лишь оскорбление, а не объявление войны.;
6209;0;ruRU;Я бы высказался против того, чтобы мой брат присоединился к ордену, что приведет к постоянному разрыву наших отношений. Он будет представлять опасность для себя и окружающих, а это слишком большой риск, надеясь, что со временем он исправится.;
