"ID","Text0_0","Text0_1","Text1_0","Text1_1","Text2_0","Text2_1","Text3_0","Text3_1","Text4_0","Text4_1","Text5_0","Text5_1","Text6_0","Text6_1","Text7_0","Text7_1","Locale"
"7752","Эй, спасибо, что спасли мою шкуру! Я пока что отсижусь в тишине, пока силы не восстановятся.","","","","","","","","","","","","","","","","ruRU"
"7753","Кто ты? Где я? Я чувствую себя таким… слабым…","","","","","","","","","","","","","","","","ruRU"
"7754","Что за червь явился пред очи лордов Совета? Этот червь, разумеется, хочет быть раздавленным!","Что за червь явился пред очи Совета? Этот червь, разумеется, хочет быть раздавленным!","","","","","","","","","","","","","","","ruRU"
"7755","Ты лучше присядь, это долгая история.$B$BКогда мы только прибыли в Силитус, госпожа Мар'алит первой из ночных эльфов Крепости Кенария присоединилась к нашей экспедиции. Вот тогда все и началось – мы стали собирать команду для походов в ульи и поисков пропавших артефактов.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7756","Это точно они! Эти ульи гудели от всяких силитидов, которые были абсолютно не рады видеть нас.$B$BВсе было в порядке, пока мы не наткнулись в Улье Регал на кристалл, покрытый символами. Он привлек ее, как бабочку к пламени! Она приложила свою прелестную щечку к кристаллу и мгновенно погрузилась в транс. Естественно, это взволновало мою команду. Мы схватили ее и вывели оттуда так быстро, как смогли!",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7757","Мы привели ее к командиру – в надежде, что друиды Круга приведут ее в порядок. И действительно, они сумели разбудить ее. Мы решили, что наши дела с Кругом завершены и мы можем вернуться к работе.$B$BПрошло несколько недель. Все шло хорошо. Бранн тогда еще был с нами, поэтому у нас был относительный порядок. А потом она внезапно вернулась в наш лагерь.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7758","Ты что, $gтупой:тупая;? О ком еще я бы стал говорить? Да, эта девушка – госпожа Мар'алит. Как бы то ни было, она вернулась в отвратительном настроении. Тут-то все и началось.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7759","Она потребовала, чтобы мы немедленно вернулись в Улей Регал! Но Бранн ее не послушал. Он сказал, что мы не полезем в те ульи без сопровождения целой армии. Слишком уж это опасно. С тех пор как мы в первый раз увидели этих вонючих насекомых, их число увеличилось едва ли не втрое!$B$BВот тогда-то Наталия и показала свою натуру!",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7760","Как это – что значит? Она сдурела! Взяла да и накинулась на нас. Я вообще девушек не бью, но после того как очнулся, я был очень зол! Бранн, Рутгар, я и обезьяна – мы все были на нее злы, как орки! Не знаю уж, как нам удалось ее выгнать. Она как одержимая была!","","","","","","","","","","","","","","","","ruRU"
"7761","Кто знает? Во всяком случае, после этого я ее не видел. Может, Франкал что еще расскажет.$B$BНе хочу, конечно, отклоняться от темы – у тебя ведь важное задание от командира, но мы столкнулись с очень серьезным противником. Мы просили войско у Стальгорна, но от нас просто отмахнулись. Видимо, мы слишком рассредоточили силы, обороняя наши земли, или что-то в этом духе. Когда доложишь обо всем командиру, захвати товарищей и возвращайся сюда. Нам нужна твоя помощь!","","","","","","","","","","","","","","","","ruRU"
"7762","Ох, брат, только не это… Присаживайся, $gсынок:девчушка;.$B$BЯ уверен, что Рутгар уже кое-что рассказал тебе об этом, потому не стану докучать нудными подробностями и перейду сразу к сути.","","","","","","","","","","","","","","","","ruRU"
"7763","Ну ладно! Так вот, Госпожа вернулась во второй раз в улей, но Бранн не болтал этой ерунды! Перед тем как завязалась схватка, она начала говорить с кем-то или с чем-то. Хуже того, она стала петь о чем-то на языке, которого никто из нас никогда не слышал.","","","","","","","","","","","","","","","","ruRU"
"7764","Ты это говоришь мне! Это еще более странно, учитывая что Бранн, Рутгар, я и эта обезьяна знаем 38 языков, включая язык титанов – как Ванира, так и Аэсир.$B$BВ общем, с кем бы она там ни болтала, но уж точно ни с одним из присутствовавших. Она тогда кивнула и перешла в наступление! Тут же нас атаковала!","","","","","","","","","","","","","","","","ruRU"
"7765","Послушай, $gсынок:дочка;, я хочу тебе сказать, что тварь, которая на нас напала, была никакая не жрица! Ее глаза горели злом, а изо рта шла пена! Она вошла, издала какой-то безумный крик, от которого мы кинулись врассыпную, а потом у нас мозги пошли вразнос. Я слышал у себя в голове темные слова и видел, как другие теряли сознание. Это было безумие! Мы бы все погибли, если бы не эта проклятая обезьяна.","","","","","","","","","","","","","","","","ruRU"
"7766","А что тут спрашивать? Он же обезьяна, придурок. Так или иначе, он взбесился, как только старина Бранн шмякнулся лицом в песок. В общем, Глибб разделал эту ночную эльфийку под орех.","","","","","","","","","","","","","","","","ruRU"
"7767","Тогда я вам вот что скажу. Она побежала прямо в улей. И знаете, что еще? Ни один жук не встал у нее на пути и не попытался остановить ее. Она пробежала прямо через них, словно они сто лет как друзья!","","","","","","","","","","","","","","","","ruRU"
"7768","Угу.","","","","","","","","","","","","","","","","ruRU"
"7770","Кристалл покрыт замысловатыми знаками и рунами. Тебе они кажутся совершенно бессмысленными.","","","","","","","","","","","","","","","","ruRU"
"7771","Тихий шепот доносится из камня… $b$bПривет, $gмалыш:малышка;. Есть новости для храмовника?","Изнутри камня доносится тихий шепот…$b$bПривет, $gмалыш:малышка;. Есть новости для храмовника?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7773","Из камня доносится ясный голос… $b$bТы $gпришел:пришла; к нам по праву, и мы выслушаем тебя. Но не испытывай наше терпение, |3-6($c). У Совета нет времени на праздную болтовню с такими, как ты.","Ты $gпришел:пришла; к нам по праву, и мы выслушаем тебя. Но не испытывай наше терпение, |3-6($c). У Совета нет времени на праздную болтовню с такими, как ты.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7775","Из камня раздается громоподобный глас…$B$BЯ чувствую твой статусный медальон, культист, но ведь у тебя нет кольца власти? Настоящий ли ты командир Сумеречного Молота или просто состоишь на побегушках у старших по званию?","Из камня раздается громоподобный глас…$B$BЯ чувствую твой статусный медальон, культист, но ведь у тебя нет кольца власти? Настоящий ли ты командир Сумеречного Молота, или просто состоишь на побегушках у старших по званию?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7776","Из камня раздается громоподобный голос…$B$BЧто это? Тут шныряет ничтожный служитель культа! Беги прочь, тварь, или ощути гнев лордов Совета!","Из камня раздается громоподобный голос…$B$BЧто это? Тут шныряет ничтожный служитель культа! Беги прочь, тварь, или ощути гнев лордов Совета!",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7778","Куда бы вы хотели слетать?","Куда бы вы хотели слетать?","","","","","","","","","","","","","","","ruRU"
"7779","Духи Силитуса взывают к нам, $N. Земля рыдает, ибо наша история очень и очень печальна…","","","","","","","","","","","","","","","","ruRU"
"7780","Здравствуй, |3-6($c). Не тебя ли я недавно видел на одном собрании? Лицо вроде знакомое, хотя и город-то немаленький.$B$BЕсли ты там $gбыл:была;, то тебе наверняка дали секретный код. Скажи его мне, и получишь за это награду.","Здравствуй, |3-6($c). Не тебя ли я недавно видела на одном собрании? Лицо, вроде, знакомое, хотя и город-то немаленький.$B$BЕсли ты там $gбыл:была;, то тебе наверняка дали секретный код. Скажи его мне, и получишь за это награду.","","","","","","","","","","","","","","","ruRU"
"7781",NULL,"$N! Надеюсь, ты $gготов:готова; приступить к работе. На острове Солнечного Скитальца для тебя найдется много дел.$B$BС тех пор, как Артас и Плеть уничтожили Солнечный Колодец, наш народ плывет по течению своей судьбы. Мы стоим на краю забвения. Но скоро все изменится. Тебе предстоит многому научиться – и тогда ты сможешь нам помочь.$B$BЗапределье ждет нас!",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7782","","Круг Кенария хранит мудрость самой земли. Ремесленникам стоит прислушиваться к словам его друидов.","","","","","","","","","","","","","","","ruRU"
"7783","","Призрачная фигура смотрит на тебя с недоверием и продолжает безмолвствовать.","","","","","","","","","","","","","","","ruRU"
"7784","Когда-то Солнечный Шпиль гордо высился над Солнечным Колодцем, но… с тех пор в нашей жизни все изменилось, $N. Однако мы нашли в себе силы жить дальше. С нами всегда так – мы выживаем несмотря ни на что.$B$BЧтобы пережить все потрясения и остаться собой, нужно учиться жить по-новому. Это должны уметь все эльфы крови. Нужно побороть свою тягу к магии, пока еще не поздно.","","","","","","","","","","","","","","","","ruRU"
"7785","Ты можешь помочь своему народу выжить! Мы должны вместе выбраться из трясины, в которой мы увязли.$B$BЕсли ты $gготов:готова; к работе – начнем.","","","","","","","","","","","","","","","","ruRU"
"7786","Знание – это сила, ИСТИННАЯ сила, $gмой юный друг:моя юная подруга;. Всегда нужно стремиться к новым знаниям и с уважением относиться к тем, кто знает больше тебя.$B$BДо уничтожения Солнечного Колодца мы наивно полагали, что наша цивилизация достигла высшей точки своего развития. Но Плеть сумела поставить нас на колени… и, в каком-то смысле, вернуть к реальности.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7787","Ты $gзастал:застала; меня в важнейший момент моих исследований! В принципе, я ничего не имею против твоей компании… если только ты будешь вести себя тихо.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7788","","Если ты направляешься в город, у меня есть для тебя поручение!","","","","","","","","","","","","","","","ruRU"
"7789","","Добро пожаловать! Подходи, подходи, не стесняйся!$b$bЭто моя гордость и отрада – ультрапушка 5000 Покрышкинс! Ну разве она не лапочка?","","","","","","","","","","","","","","","ruRU"
"7790","","Все просто! Ты отдаешь мне один жетон ярмарки Новолуния. Я забрасываю тебя внутрь и поджигаю фитиль.$B$BПосле выстрела ты какое-то время сможешь парить в воздухе. Если захочешь ускорить падение – просто сбрось ""крылья"", что я тебе дам.$B$BТвоя цель – попасть вон в ту здоровенную плавучую мишень возле настила.$B$BПравда, не советую сбрасывать крылья, пока ты летишь над землей – я не занимаюсь страхованием жизни!","","","","","","","","","","","","","","","ruRU"
"7791",NULL,"Я вернулась в свой старый дом, чтобы передать накопленные знания. В отличие от окружающей меня безмозглой нежити я выбрала эту не-жизнь по своим собственным причинам.$B$BСилитиды – грозные противники, $N. Я научилась уважать их в той же мере, в какой их презираю.$B$BБольшая часть их убойной мощи исходит из силы и легкости их панциря, который я научилась превращать в доспехи. Поскольку, похоже, у нас общий враг, я обучу тебя своему ремеслу.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7792","","Здравствуйте, |3-6($c)! Добро пожаловать на ярмарку Новолуния! Здесь у нас столько всего, что у новичков иногда разбегаются глаза, и они не знают, что делать. Поэтому мне поручено помогать им. У вас есть какие-нибудь вопросы?","","","","","","","","","","","","","","","ruRU"
"7793","","Отличный вопрос! У нас, на ярмарке, продается много чего. Если тебя интересуют еда и питье, отправляйся в палатку Топа и Силаннии. Я лично отдаю предпочтение ""Особому Новолунному"".  Если же ты хочешь чего-то необычного, возможно, тебе приглянутся товары Лахры. Она торгует редкостями со всего мира.  А еще тут где-то шныряет Флик. Если отловишь его, сможешь купить мячи для швыряния и дрессированных лягушек.","","","","","","","","","","","","","","","ruRU"
"7794","","С огромным удовольствием отвечу. Подарочные купоны ярмарки Новолуния – это наш способ оплатить вашу помощь на ярмарке, а взамен вы можете получить за эти купоны специальные подарки!  Чтобы начать зарабатывать купоны, вам нужно будет поговорить с Хроносом, Керри Хикс, Ринглином и Эббом Ниблгиром – смотрите сами, кому из них нужнее ваша помощь. У них всегда найдется что поделать, чтобы улучшить и расширить ассортимент наших увеселений.  А когда наберете достаточно купонов, поговорите с Гелвасом Углешлюзом, и он предоставит вам список призов, из которого вы сможете выбрать свой.","","","","","","","","","","","","","","","ruRU"
"7795","","О происхождении карт Новолуния достоверно ничего не известно, как, впрочем, и об их истинном предназначении. Но могу сказать, что их можно найти в самых разных уголках Азерота – как правило, у всяких злодеев, которые пытаются разгадать их тайну.","","","","","","","","","","","","","","","ruRU"
"7796",NULL,"Я вам настоятельно рекомендую узнать свою судьбу у Воржея. Да знаю я, знаю… Да, он гнолл. Но он очень необычный гнолл, действительно способный предсказывать будущее! $b$bА на нашей ярмарке постоянно появляется что-нибудь новенькое!",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7797","У нас в Силитусе не один враг, $N.$b$bВ то время как всеобщее внимание сосредоточено на силитидах, мой старший брат и я пристально следим за этими сумасшедшими из Сумеречного Молота.","","","","","","","","","","","","","","","","ruRU"
"7799","","Я настоятельно рекомендую вам обратиться к Воржею за предсказанием. Да, да, он гнолл. Но этот гнолл особенный, он и правда может предсказать ваше будущее!$B$BА еще на нашей ярмарке постоянно появляются новые аттракционы!","","","","","","","","","","","","","","","ruRU"
"7800","Здравствуйте, $N.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7801","","Приветствую тебя, путник. Это случилось здесь примерно 1000 лет назад, когда киражи начали свой марш уничтожения по всему Калимдору.$B$BТысячи погибли в той войне, и большинство – в этой проклятой пустыне в начале войны.$B$BЯ – одна из той горстки выживших, связанная с настоящим и прошлым. Я не знаю, почему все еще нахожусь здесь, но знаю, что обязана здесь быть.","","","","","","","","","","","","","","","ruRU"
"7802","","Меня убивали сотни раз, но каждый раз я просыпаюсь здесь. Некоторые говорят, что я заколдована, а другие…","","","","","","","","","","","","","","","ruRU"
"7803","","Говорят, что я благословенна – что я вестница новой эпохи!","","","","","","","","","","","","","","","ruRU"
"7804","","Пробуждаются древние силы – силы, которых никто не видел и не ощущал в течение тысячелетий. Мир плачет, |3-6($r). Быть может, грядет новый Раскол. Болезнь, разъедающая изнутри… $b$bСкверна просачивается в наши земли. Из Сна приходят кошмары. Кошмары, губящие нас и наяву…","","","","","","","","","","","","","","","ruRU"
"7805",NULL,"Счастливого Тыквовина! Тебе нравится моя маска? Правда, страшная?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7806",NULL,"Счастливого Тыквовина! Как вам моя маска? Страшная, да?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7808",NULL,"Мне грустно! Сейчас Тыквовин, а я болею! Я не могу выйти из дома, чтобы просить сладости!",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7809",NULL,"Ты лучше всех, $N! Спасибо, что играешь со мной!",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7810","Мне очень грустно! Сейчас Тыквовин, а я заболел. Никаких конфет не соберу, потому что на улицу меня не пускают!",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7812",NULL,"Что бы такое поделать, говоришь?$B$BВсе владельцы таверн по всему миру раздают праздничные сласти, и многие города украшены по этому случаю! Кроме того, этими вечерами у Подгорода проводится фестиваль Плетеного Человечка.$B$BИ еще одно: я слышала, больная маленькая девочка из приюта здесь, в Оргриммаре, ищет кого-нибудь, кто бы помог ей собрать сладости для праздника… Может, ты хочешь ей помочь?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7814","Кто-то зовет меня… Бесенок?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7816","Уходи сейчас же! Мне нет дела до чужаков.","","","","","","","","","","","","","","","","ruRU"
"7817","Ты уже $gвернулся:вернулась;! Чем я могу тебе помочь?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7818","Война с Ордой в самом разгаре, $N. В эти дни Альянсу необходима помощь и поддержка каждого бойца.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7819","Война надвинулась на нас, $N. Для каждого в Орде пришло время ответить на зов и присоединиться к битве против трусливого Альянса.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7820",NULL,"А вы занимаетесь кожевничеством, да? Этот запах выделанной кожи ни с чем не спутаешь!$b$bМой отец рассказывал об одном кожевнике-профессионале, который когда-то жил в деревне Южного Ветра. Жаль, что сейчас там все разрушено.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7821","","А, $N! Рада тебя видеть! Надеюсь, у тебя все в порядке?","","","","","","","","","","","","","","","ruRU"
"7824","$C, мне нужно больше медных слитков! У ворот Ан'Киража вот-вот завяжется война, а у Альянса их всего $1997w. А нужно, между прочим, не меньше $1998w! Если мы не соберем достаточно этих слитков, мне голову оторвут!",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7829","Слушай, пончик, мы собираемся драться не на жизнь, а на смерть с этими жуками в Ан'Кираже, и нам нужно к этому подготовиться. Я собираю слитки железа. Сейчас у Альянса есть только $2002w слитков, но для нужд войны нам необходимо собрать $2003w.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7831",NULL,"$c, послушай, что я скажу. Альянс и Орда готовятся к войне с силитидами и их хозяевами в Ан'Кираже. Любая помощь, что ты $gмог:могла; бы оказать, была бы принята с величайшей благодарностью. Как видишь, я собираю ториевые слитки для нужд войны. Нам необходимо собрать всего $2012w, а сейчас у нас $2011w.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7833","Это правда, даже удавник может быть достаточно полезен для наших нужд в приближающейся войне в Ан'Кираже! Он используется для многих целей, как-то: делать мороженое для жарких дней под солнцем Силитуса, или для бальзама от действия некоторых липких растений, для дыхания под водой, затвердевания кожи, для ускорения, для восстановления магической силы, для многого, всего и не упомню! Я уже говорил про мороженое?$B$BНу, как бы то ни было, у меня здесь около $2047w, а всего нужно $2048w!",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7835","Здравствуй, $gмолодой:молодая:c; |3-6($c). Альянс поручил мне заготавливать пурпурный лотос для войны с силитидами в Ан'Кираже. Этот лотос применяется в самых разных целях. Я согласился помочь им собрать не меньше $2055w цветков. Сейчас у меня их $2053w.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7837",NULL,"Мы готовимся к войне, |3-6($c). Мы забрали все, что собирались, у силитидов и их хозяев в Ан'Кираже. Чтобы подготовиться к битвам, мы собираем все виды припасов. Я отвечаю за сбор слез Артаса. Но мне не вполне ясно, для чего они нам нужны. Я, если хочешь знать, не желаю иметь с этим безумцем никаких дел, даже если речь идет о цветке, названном в его честь.$B$BНо я все же дочь своего отца и воин, а потому исполняю приказы. Сейчас у нас $2057w, а всего нужно собрать $2058w.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7839","Мне сообщили о твоих подвигах в борьбе с Советом Бездны, $N. Воистину, великие деяния!$B$BТы продолжай, а мы позаботимся, чтобы они не пропали втуне!","","","","","","","","","","","","","","","","ruRU"
"7840",NULL,"Война в Ан'Кираже скоро начнется, |3-6($c). Для подготовки к ней Альянс попросил мою семью собрать побольше легкой кожи. Всего ее нужно $2061w, а пока что есть только $2060w. Мне кажется, вы сможете нам помочь…",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7843","$GСэр:Мэм;, есть, $gсэр:мэм;! Рядовой Портер готов помочь в сборе средней кожи. Мы должны как следует подготовиться к войне в Ан'Кираже!$b$bДокладываю: в настоящий момент запас кожи составляет $2063w. Требуемое количество – $2064w.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7845",NULL,"Привет, |3-6($c)! Подготовка к ан'киражской войне идет полным ходом. Я отвечаю за сбор плотной кожи. Сегодня ведь отличный день для сбора кожи, верно? Я притащила добычу сюда – похоже, у нас уже есть $2069w |4кусок:куска:кусков; кожи. А наше волшебное число – $2071w. Хочешь помочь?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7847",NULL,"Приветствую вас, |3-6($c). Я здесь собираю льняные бинты для войны в Ан'Кираже. Подготовка к этой войне – испытание для всех нас, но она усилит нас в преддверии грядущих боев. Могу заверить вас, что все бинты, которые вы решите пожертвовать, будут использованы на благое дело спасения жизней наших солдат, когда придет время. Мне нужно $2077w бинтов, но пока нам удалось собрать $2076w. Вы поможете нам?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7851",NULL,"Привет, |3-6($c), как самочувствие? Надеюсь, неплохо. Должно быть, вы хотите узнать, что тут происходит. А происходит тут подготовка к войне в Ан'Кираже. И готовимся к этой войне не только мы, но и Орда. $b$bРуководство Альянса попросило меня присмотреть за сбором шелковых бинтов. Сейчас у нас их $2082w, а всего нужно $2083w. Не хотите ли помочь?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7852",NULL,"Очень мило с твоей стороны спросить об этом, но, похоже, у нас уже достаточно шелковых бинтов. Однако ты можешь поспрашивать, не нужна ли кому-нибудь еще твоя помощь.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7853","$C, даже самый искусный воин может быть ранен – особенно на такой войне, как в Ан'Кираже. И если поблизости не окажется целителя, жизнь раненого спасут только бинты.$b$bСейчас у меня есть около $2088w бинтов из рунной ткани, а всего нам понадобится $2090w. Если хотите, я могу рассказать вам о том, как вы можете помочь мне в сборе этих бинтов.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7855","Увы, $N, мне некогда разговаривать. Как я уже говорил, мне нужно как следует обдумать ситуацию.$B$BЖелаю удачи в дороге. Счастливо!",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7856","Мммм! Чуешь, как пахнет?! Еда тут – что надо, |3-6($c). Особенно радужный тунец. Позволь представиться – Гладень Гастрогном, кулинарных дел мастер и настоящий профи по части рыбных блюд. С приближением ан'киражской войны Альянс счел разумным созвать экспертов, и вот я здесь, весь ваш.$B$BЧто касается запасов рыбы, сейчас цифры таковы: у нас есть $2092w из $2093w.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7859",NULL,"Привет, |3-6($c). Знаешь, Альянс попросил меня приехать сюда и последить за заготовкой съестных припасов для грядущих событий в Ан'Кираже. Правда, занятно?$B$BНу, в любом случае тебе, наверное, интересно знать, сколько жареного мяса ящера у нас уже есть. При последнем подсчете у нас было $2098w, а всего нужно $2099w.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7861",NULL,"При должном уходе и снабжении даже самые тяжелые раны не означают смерти бойца. Вот так, |3-6($c). Если мы хотим победить в ан'киражской войне, нам потребуются все припасы, которые мы сможем унести. Я вот собираю пятнистого желтохвоста.$B$BЯ уже собрал $2101w, но всего нужно $2103w, иначе мы не прокормим всю армию.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7867","Согласно последним подсчетам, у нас уже достаточно медных слитков. Расспросите других собирателей, вдруг им что-нибудь нужно?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7868","Если ты еще не $gговорил:говорила; с магистром Эроной в Солнечном Шпиле, советую сделать это как можно скорее. Тому есть веские причины, и она – как и все мы – нуждается в твоей помощи!",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7869","Рад встрече с тобой, $N.$B$BПродолжай совершенствоваться. Ты – наше будущее, и если ты сдашься, оно будет воистину мрачным.","","","","","","","","","","","","","","","","ruRU"
"7871","Больше никакого олова! У меня уже руки устали складывать эти слитки. Да и собрали мы уже достаточно. Пойди расспроси остальных собирателей – может, кому-нибудь из них нужна твоя помощь.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7872","","Добро пожаловать в таверну на площади Соколиных Крыльев. Чего желаете? Поесть? Комнату?","","","","","","","","","","","","","","","ruRU"
"7874","","Приветствую тебя, |3-6($c). Дружина Стальгорна расположилась здесь, чтобы присматривать за Ульем Зора. Друиды Круга Кенария следят за перемещениями силитидов, и они предчувствуют, что в этом районе произойдет нечто серьезное.","","","","","","","","","","","","","","","ruRU"
"7875",NULL,"Капитан занят. Он изучает карты, которые мы недавно добыли в подземных ульях силитидов. Если хотите помочь – оставайтесь с нами, он может выйти в любой момент.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7877",NULL,"Знаешь, а мы уже собрали достаточно мифриловых слитков для этой войны. Но с другими припасами все не столь хорошо. Расспроси остальных сборщиков. И спасибо тебе, $gдружище:подруга;.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7878",NULL,"Здравствуй, $gюный:юная:c; |3-6($c). Ты хочешь принести мне немного мироцвета? Мы собираем его, чтобы делать зелья и эликсиры для воинов в Ан'Кираже. Конечно, то, что мы вынуждены участвовать в войне, ужасно, но, если не подготовиться должным образом, все будет куда хуже.$B$BОрда поручила мне собрать побольше мироцвета, $2020w, а пока нам удалось раздобыть лишь $2021w. Если тебя это не затруднит, пожалуйста, собирай их на своем пути и приноси мне.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
"7880","Ты хочешь причинить мне вред, |3-6($r)?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ruRU"
