3569;"Химик Кьюли был очень любезен... тревожно. Но если он скажет, что это поможет мне, то у меня нет другого выбора. У меня нет времени искать другое решение. Я уже говорил со священниками и шаманами, никто из них не смог мне помочь. $B$B Будем надеяться, что Мать-Земля наблюдает за моим духом."
3570;"Никогда бы не подумал, что эликсир так быстро подействует. Спасибо, $N. Я немедленно приступлю к работе над остальными образцами. Я уверен, что в скором времени ими смогут воспользоваться леди Сильвана и Отрекшиеся."
3601;"Ха-ха! У тебя они хорошо получились, не так ли?!$b$bЭто здорово! Это научит этих эльфов крови предавать своих партнеров... особенно таких преданных, как гоблин-торговец! Ба, эльфы крови...!$b$bНу, меньшее, что я могу для вас сделать, это заплатить вам за ваше время... как я и обещал.$b$bВот, пожалуйста... это должно пригодиться."
3602;"Твои задачи в Азшаре выполнены, смертный. Теперь я должен выковать необходимые компоненты для следующего шага в вашем приключении."
3621;"Боже мой, я могу только представить, через что вам пришлось пройти, чтобы получить эти материалы. Немногие отправляются в Азшару и возвращаются живыми, не говоря уже о тех, кто сталкивается с полубогами и великанами!$b$b"
3625;"<Гальван вытирает пот со лба.>$b$bЛучшего убийцы демонов никогда не существовало, $N."
3626;"Ты выглядишь закаленным в боях, $N. Готовы ли вы встретиться с Разелихом и его приспешниками?"
3627;"Амулет Разелиха Осквернителя снова готов, но он чувствует нарушение в своей цепочке подчинения. Он знает, что ты пришел за ним..."
3628;"Сегодня день, который запомнится на всю вечность. Демонический повелитель Выжженных земель наконец пал!"
3629;"Что ж, $N, ты поступила мудро, обратившись ко мне за помощью! Любой шлеп может стать знатоком основ инженерного дела — гномы и их облученный дом Гномреган тому доказательство. Чтобы освоить дисциплину гоблинской инженерии, требуется сильный ум и твердая рука (акцент на СТАБИЛЬНОМ)."
3630;"Ах, молодой инженер, заинтересованный в единственной, истинной инженерной дисциплине! Ну прости мою мелодраму, друг. Хотя наша ситуация остается ужасной, всегда приятно увидеть, как другой инженер откликается на призыв настоящего инженера!"
3631;"Удачи, $N. Я с нетерпением жду встречи с вами в будущем."
3632;"Ах, молодой инженер, заинтересованный в единственной, истинной инженерной дисциплине! Ну прости мою мелодраму, друг. Хотя наша ситуация остается ужасной, всегда приятно увидеть, как другой инженер откликается на призыв настоящего инженера!"
3633;"Что ж, $N, ты поступила мудро, обратившись ко мне за помощью! Любой шлеп может стать знатоком основ инженерного дела — гномы и их облученный дом Гномреган тому доказательство. Чтобы освоить дисциплину гоблинской инженерии, требуется сильный ум и твердая рука (акцент на СТАБИЛЬНОМ)."
3634;"Ах, молодой инженер, заинтересованный в единственной, истинной инженерной дисциплине! Ну прости мою мелодраму, друг. Хотя наша ситуация остается ужасной, всегда приятно увидеть, как другой инженер откликается на призыв настоящего инженера!"
3635;"Вы пришли узнать об инженерии гномов, а? Что ж, вы пришли к нужному гному. Хотя правящая фракция Гномрегана может использовать политику, чтобы подвергнуть остракизму тех, кого они считают интеллектуальной угрозой, они знают, что знание — это то, что они не могут контролировать. Инженеры живы сегодня. Если ты способный ученик, я научу тебя тому, что знаю сам."
3636;"Спасибо, $N. Теперь Плеть дважды подумает, прежде чем снова попытаться пополнить свои ряды.$B$BДа будет благословен Свет."
3637;"Вы пришли узнать об инженерии гномов, а? Что ж, вы пришли к нужному гному. Хотя правящая фракция Гномрегана может использовать политику, чтобы подвергнуть остракизму тех, кого они считают интеллектуальной угрозой, они знают, что знание — это то, что они не могут контролировать. Инженеры живы сегодня. Если ты способный ученик, я научу тебя тому, что знаю сам."
3638;"Добро пожаловать на борт, гоблин-инженер $N! Вскоре у вас будет доступ к самым мощным инженерным схемам в Азероте.$b$bТеперь, когда вы посвятили себя поиску этих знаний, пришло время проверить вашу инженерную работу, ориентированную на гоблинов. После этого мы поможем вам составить план, чтобы максимально использовать ваши инженерные таланты гоблинов!"
3639;" Вот ваша первая членская карта гоблина-инженера! $b$b Взносы по этой карте оплачены заранее за четырнадцать дней; срок действия всех карт истекает через две недели активности. Когда это произойдет, заплатите свой следующий набор взносов любому тренеру гоблинов-инженеров, чтобы получить еще одну карту; без карты ваше членство временно прекращается, и вы не можете получить доступ к новым схемам.$b$bЭто никогда не повлияет на то, что вы уже знаете; когда-то гоблин-инженер, всегда гоблин-инженер."
3640;"Добро пожаловать на борт, $N! Вскоре у вас будет доступ к самым передовым инженерным схемам в Азероте.$B$BТеперь, когда вы посвятили себя поиску этих знаний, пришло время проверить вашу инженерную работу, ориентированную на гномов. Оттуда мы поможем вам разработать план, чтобы максимально использовать ваши инженерные таланты гномов!"
3641;" Вот ваша первая членская карта гнома-инженера! срок действия всех карт истекает через две недели активности. Когда это произойдет, заплатите следующий набор взносов любому тренеру гномов-инженеров, чтобы получить еще одну карту; без карты ваше членство временно прекращается, и вы не можете получить доступ к новым схемам.$B$BЭто никогда не повлияет на то, что вы уже знаете; когда-то гном-инженер, всегда гном-инженер."
3642;"Добро пожаловать на борт, $N! Вскоре у вас будет доступ к самым передовым инженерным схемам в Азероте.$B$BТеперь, когда вы посвятили себя поиску этих знаний, пришло время проверить вашу инженерную работу, ориентированную на гномов. Оттуда мы поможем вам разработать план, чтобы максимально использовать ваши инженерные таланты гномов!"
3643;" Вот ваша первая членская карта гнома-инженера! срок действия всех карт истекает через две недели активности. Когда это произойдет, заплатите следующий набор взносов любому тренеру гномов-инженеров, чтобы получить еще одну карту; без карты ваше членство временно прекращается, и вы не можете получить доступ к новым схемам.$B$BЭто никогда не повлияет на то, что вы уже знаете; когда-то гном-инженер, всегда гном-инженер."
3644;"Поскольку вы занимаетесь инженерным делом гоблинов и у вас хорошая репутация, я могу продлить членский билет с истекшим сроком действия за плату в размере двух золотых. После оплаты этого взноса вам будет выдана новая членская карта. Это позволит получить доступ к инженерным схемам гоблинов у соответствующих тренеров. $B$BЭта карта будет действовать в течение двух недель активности, по истечении которых вам снова придется платить членские взносы! Если вы хотите получить доступ к схемам, вам нужно будет погасить задолженность по взносам."
3645;"Поскольку вы занимаетесь гномьим инженерным делом и у вас хорошая репутация, я могу восстановить членский билет с истекшим сроком действия за плату в два золотых. После оплаты этого взноса вам будет выдана новая членская карта. Это позволит получить доступ к инженерным схемам гномов у соответствующих тренеров. $B$BЭта карта будет действовать в течение двух недель активности, по истечении которых вам снова придется платить членские взносы! Если вы хотите получить доступ к схемам, вам нужно будет погасить задолженность по взносам."
3646;"Поскольку вы занимаетесь инженерным делом гоблинов и у вас хорошая репутация, я могу продлить членский билет с истекшим сроком действия за плату в размере двух золотых. После оплаты этого взноса вам будет выдана новая членская карта. Это позволит получить доступ к инженерным схемам гоблинов у соответствующих тренеров. $B$BЭта карта будет действовать в течение двух недель активности, по истечении которых вам снова придется платить членские взносы! Если вы хотите получить доступ к схемам, вам нужно будет погасить задолженность по взносам."
3647;"Поскольку вы занимаетесь гномьим инженерным делом и у вас хорошая репутация, я могу восстановить членский билет с истекшим сроком действия за плату в два золотых. После оплаты этого взноса вам будет выдана новая членская карта. Это позволит получить доступ к инженерным схемам гномов у соответствующих тренеров. $B$BЭта карта будет действовать в течение двух недель активности, по истечении которых вам снова придется платить членские взносы! Если вы хотите получить доступ к схемам, вам нужно будет погасить задолженность по взносам."
3661;"Спасибо, что принесли их мне, $N.$B$BЧто вы узнали о диких совках?$B$BPВозможно, эти перья расскажут нам больше. Свирепые монстры или просто заблудшие питомцы? Однажды я хотел бы узнать правду... $B$BI собираюсь продолжить свои исследования - пожалуйста, вернитесь и поговорите со мной снова через некоторое время."
3681;"Добро пожаловать в Собор Света, $c."
3701;"О боже! Эта информация многое объясняет о Тауриссане."
3702;"Продолжим?"
3721;"Вы нашли трех моих самонаводящихся роботов OOX! Вы превзошли все, что вам нужно, поэтому я дам вам кое-что особенное за всю вашу помощь. Это миниатюрная версия того самого робота, которого вы знаете и любите, OOX!$B$BI обычно никому не позволяет иметь такое потенциально смертоносное устройство, но вы ему очень помогли. Кроме того, боевые механизмы и логика самонаведения на этом были отключены."
3741;"Спасибо, что нашли мое ожерелье, мистер $c... вы очень добры! Моя кошечка тоже благодарит тебя - не правда ли, Эффси?"
3761;"О, верно, рядовой $N, не пытайтесь помочь мне выгрузить эту землю на сваи! Если бы Великие Духи хотели, чтобы это было сделано, они бы сотворили это там наверху, не так ли?!$B$BАрхитектор друид Рунический Тотем снова хочет поговорить с вами, но для его следующего задания вы обнаружите, что понимание подмастерья в травничестве будет оказаться полезным. Если вы этого не знаете, он все равно найдет вам применение."
3762;" Привет, $c; Я рад, что вы заинтересованы в помощи нашему исследованию. Предстоит многое сделать, и я окажу вам медвежью услугу, если сообщу вам, что эта работа не опасна. Надеюсь, это вас не отпугнет... но, судя по вашему виду, я понимаю, что опасность - это то, с чем вы сталкивались раньше."
3763;" Что ж, $c... так как вам сообщили, что я сам руковожу этим исследованием, вы, очевидно, пришли так быстро, как только могли. Детали; У меня нет желания повторяться."
3764;"Выгрузи свой драгоценный груз здесь, благородный $c. Должно быть, это было довольно тяжелым бременем... мало чем отличающимся от бремени, которое я несу, будучи провидцем. Вот гонорар за вашу работу, указанный самим верховным друидом. $B$BСтарший друид Олений Шлем снова хочет поговорить с вами, $N, но для его следующего задания вам помогут, если у вас есть понимание травничества на уровне подмастерья. Если вы этого не знаете, вы все равно сможете помочь Кругу!"
3765;"Ах, значит, мой брат Аргос прислал тебя? Я понимаю, что вы, должно быть, устали от своих путешествий. Но нам есть о чем поговорить."
3781;"Да, этого ваучера хватит на двадцать пакетов семян. Если у вас закончатся, у нас есть больше, что может быть предоставлено. К сожалению, производство семян тарлендриса в больших количествах обходится довольно дорого. Вот почему Круг Кенария просит, чтобы те, кто помогает нам, возместили часть стоимости."
3782;"Да, этого ваучера хватит на двадцать пакетов семян. Если у вас закончатся, у нас есть больше, что может быть предоставлено. К сожалению, производство семян тарлендриса в больших количествах обходится довольно дорого. Вот почему Круг Кенария просит, чтобы те, кто помогает нам, возместили часть стоимости."
3783;"Эти меха идеальны, $N. У нас отличное начало!"
3784;" Привет, $c; Я рад, что вы заинтересованы в помощи нашему исследованию. Предстоит многое сделать, и я окажу вам медвежью услугу, если сообщу вам, что эта работа не опасна. Надеюсь, это вас не отпугнет... но, судя по вашему виду, я понимаю, что опасность - это то, с чем вы сталкивались раньше."
3785;" Молодец, $N, я обязательно отдам их самому Архидруиду, когда они ему понадобятся. А пока, пожалуйста, примите это как знак признательности Круга Кенария.$b$bНа данный момент потребность в завтрашнем зерне постоянна; если вы хотите продолжать помогать нам, то, пожалуйста, вернитесь, когда вы культивируете больше."
3786;"Молодец, $N, я обязательно отдам их самому Архидруиду, когда они ему понадобятся. А пока, пожалуйста, примите это как знак признательности Круга Кенария. если вы хотите продолжать помогать нам, то, пожалуйста, вернитесь, когда вы культивируете больше."
3787;"Благодарю тебя за то, что ты пришел, усталый путник! Позвольте представиться - я Квинтис Джонспайр, друид и скромный слуга Малфуриона и Круга Кенария. Мои коллеги (генерал Шандрис Оперенная Луна и Протекторат — возможно, вы слышали о нас) и я хотели поговорить с вами о работе, которую вы выполняете для Фэндрала Оленьего Шлема в Дарнасе. попросить, чтобы наша дискуссия осталась только между нами. Если у вас нет проблем с этим, то мы можем продолжить."
3788;"Благодарю тебя за то, что ты пришел, усталый путник! Позвольте представиться - я Квинтис Джонспайр, друид и скромный слуга Малфуриона и Круга Кенария. Мои коллеги (генерал Шандрис Оперенная Луна и Протекторат — возможно, вы слышали о нас) и я хотели поговорить с вами о работе, которую вы выполняете для Фэндрала Оленьего Шлема в Дарнасе. попросить, чтобы наша дискуссия осталась только между нами. Если у вас нет проблем с этим, то мы можем продолжить."
3789;" Что ж, $c... так как вам сообщили, что я сам руковожу этим исследованием, вы, очевидно, пришли так быстро, как только могли. Детали; У меня нет желания повторяться."
3790;" Что ж, $c... так как вам сообщили, что я сам руковожу этим исследованием, вы, очевидно, пришли так быстро, как только могли. Детали; У меня нет желания повторяться."
3791;"Гах, эти завтрашние злаки заставляют меня чувствовать себя... странно. Что, во имя Элуны, делает с этими штуками Олений Шлем?$B$BВ любом случае, еще раз спасибо за помощь. Вот кое-что... ну, за усилия. Мое исследование завтрашнего дня займет некоторое время, и я, несомненно, нуждаюсь в большем количестве. Пока я этим занимаюсь, полагаю, я мог бы потратить время, чтобы посмотреть, есть ли у завтрашнего злака какие-то подходящие алхимические применения. Тем не менее, я чувствую себя некомфортно даже рядом с ними."
3792;" Спасибо $N; Я пока просто отложу это подальше. Хотя я не распоряжаюсь такими ресурсами, как Олений Шлем, я могу дать вам кое-что за ваши хлопоты. В любом случае, кто знает, что произойдет, если Олений Шлем продолжит получать Морроугрейн за Морроугрейн. Происходит что-то подозрительное, помяните мои слова.$B$BПомните, что я всегда ищу больше Morrowgrain. Я возьму их по пять за раз."
3801;"Будь то жадность, которая привела вас сюда, или акт бескорыстной преданности, то, что вы собираетесь предпринять, пойдет на благо всем нам."
3802;"Молот прочно встал на место, в пределах досягаемости массивного монумента Черного Железа. Крошечное отделение открывается у основания статуи. Внутри вы найдете..."
3803;"Превосходно — это завтрашнее зерно, без сомнения, понравится Архидруиду. Должен признаться, хотя... просто находясь рядом с ними, я чувствую себя немного неловко. Могу только представить, как тяжело верховному друиду терпеть их в таком количестве! $B$BЭто для тебя, $N. Круг Кенария благодарит вас за постоянную поддержку."
3804;"Отлично - это завтрашнее зерно, несомненно, поможет, когда придет время. Мы знаем, что ночные эльфы проводят аналогичные исследования этих трав, хотя неясно, с какой целью они будут их использовать, если что-то обнаружат. Верховный друид считает, что потребность в завтрашнем зерне сохранится до тех пор, пока мы не разгадаем тайны этого растения. $B$BЭто для тебя, $N. Круг Кенария благодарит вас за постоянную поддержку."
3821;"Мой бедный Тал'трак.$B$BМы планировали переехать к моим матери и отцу во Внутренние земли после того, как наши туры закончатся. Теперь эти планы разрушены!"
3822;"<Таль'трак рушится.>$B$BМы собирались отправиться во Внутренние земли. Она сказала тебе? Это должно было стать ее последней миссией.$B$B<Тал'трак рыдает.>$B$BI не хочет этого, $N. Держи, выбрось, мне все равно! Кольцо теперь ничего для меня не значит. Не без нее..."
3823;"Отлично, солдат! Орки и огры будут шататься от этого удара минуты, а то и часы!"
3824;"Ты только посмотри на это, солдат. Отвратительный! Когда оставшиеся огры-Огненные кишки увидят эту толстую рожу, насаженную на щуку, сидящую на вершине их горы, начнется массовая истерия!$B$B<Оралиус дико кудахчет.>"
3825;"Отличная работа, солдат! Просто удивительно! О, я получу за это медаль за храбрость, э-э, я имею в виду, ты будешь щедро вознагражден за это!"
3841;"Ах, яйцо летучего спрайта, и одно почти созревшее, если я не ошибаюсь. Замечательно, что вы нашли его, не говоря уже о таком хорошем состоянии. Сейчас их редко можно увидеть в Фераласе. Я понимаю, что в этом районе были разные браконьеры, пытавшиеся поймать и убить их по многим причинам. Очень жаль, на самом деле... такие прекрасные существа, когда они становятся взрослыми. $B$BКак вы нашли такую находку?"
3842;"Замечательно. Эти подойдут. Дайте мне немного времени, чтобы смешать мои компоненты, и мы увидим, насколько хорошо это яйцо будет работать."
3843;"Ну-ну-ну... Я не видел ни одного такого в эпоху дракона. Волшебный дракончик, если я не ошибаюсь... похоже, разновидность летучих спрайтов. Отлично, действительно отлично.$B$BНу, если этот малыш вылупится и выживет, чтобы стать сильным и здоровым, тогда мы должны найти для него немного еды. Хорошо, что вовремя до меня дошло."
3844;"Заболоченная пачка лежит на дне пруда."
3845;"О... Да, эти вещи выглядят знакомыми... ну, вроде..."
3861;" ""БАКАВ!!!""$B$BЦыпленок начинает поглощать корм, который вы положили.$B$BЧерез мгновение курица испуганно оглядывается. Неудобно шаркает туда-сюда. Эта курица беременна? Вы думаете, что вам лучше проверить под ним."
3881;" Вы получили назад и нашу еду, и наше исследовательское оборудование! Вы не только спасли экспедицию, вы также спасли наши жизни. Я и остальная часть моей команды не в силах отблагодарить вас; мы просто можем продержаться здесь некоторое время благодаря вам. Спасибо, $N, у тебя есть друг в Marshal Expeditions!"
3882;"Отлично, это должно помочь. А теперь, если вы мне позволите...$B$BTСПАСИБО, ЧТО ВЫ КОПИЛИ ДЛЯ НАС ВСЕ ЭТИ КОСТИ ИЗ ЗЕМЛИ И НИ В КОЕМ СЛУЧАЕ НЕ НАНЕСЛИ ВРЕДА МЕСТНЫМ ЗВЕРЯМ.$B$BВне зависимости от того, сделали вы это на самом деле или нет, Я не хочу знать. Давайте так держать, а? Вот, может быть, это заставит вас держать язык за зубами. Что угодно, лишь бы выбраться отсюда живым, говорю я!"
3883;"Да, это будет хорошо. Вы очень помогли... Я хотел бы дать вам больше, но то, что я практически застрял посреди дикой земли, ограничивает то, что я могу и не могу дать. Однако будьте уверены — исследование, проведенное здесь, было бы невозможно без вашей помощи!"
3884;"Ну посмотри на это - мой журнал! Я думал, что он пропал, как и почти все остальное, что мы привезли в Ун'Горо. Я благодарю вас за то, что вернули мне это!"
3901;"Я покончил с тобой, $N - ты показал, что достоин свободы, которую тебе дали. Многие будут выступать против вас за то, кем вы стали, но знайте, что бы они ни пытались сделать против нас, мы свободны и больше не будем связаны кандалами. $b$bВозьмите это и отправляйтесь в путь. Тебе предстоит многого добиться, $c."
3902;"Отличная работа, $N, я знал, что ты не бесполезен. Вот — возьми один из лучших предметов, которые я нашел из лотов, которые были собраны до сих пор."
3903;"О, заместитель Виллем сказал вам поговорить со мной? Он смелый человек и всегда готов помочь, но из-за своих обязанностей он застрял в аббатстве Североземья, и я боюсь, что проблема, с которой я столкнулся сегодня, ему не по силам.$b$bМожет быть, вы можете мне помочь?"
3904;"О, спасибо, $N! Вы спасли мой урожай! И я надеюсь, что вы показали некоторым из этих Братьев Справедливости, что они не могут создать здесь проблем.$b$bВ наши дни может не хватать охраны, но нам повезло, что такие герои, как вы, защищают нас!"
3905;"Посмотрим здесь...$b$bО боже! Виноград Милли спасен! Когда она сказала мне, что разбойники заполонили ее виноградники, я почти отчаялся, но моя вера в Свет не поколебалась! $b$b И благодаря вашей храбрости у нас теперь есть виноград для большего количества вина! Да благословит тебя Свет, $N, и хранит тебя в безопасности!"
3906;"Этого не может быть... не должно быть. Разрушение Пайрона лишь приподняло завесу. В недрах Черной горы находится гораздо более коварный источник порчи."
3907;"<Громовержец сжимает Табличку Курнии.>$b$bРагнарос... сюда...$b$bСтарейшины были правы, опасаясь скверны, исходящей от Черной горы. Генерал Древних Богов! В НАШЕМ МИРЕ! Мы должны пересмотреть наше положение здесь, в Каргате. Мы должны решить, останемся ли мы и будем сражаться, или будем бежать, опасаясь нового раскола. В этих огненных глубинах обитает гораздо большее зло, чем все, что существует в этом мире."
3908;"Ну, конечно, я могу закалить этот меч. Пока я работаю, вы можете объяснить, почему Линкен так долго доставлял мне это. Обычно он не из тех, кто что-то забывает..."
3909;"Мне понадобится один флакон, чтобы убедиться, что это действительно эликсир... Да... Вот это вещество."
3911;"Замечательно! Я немедленно отправлю их курьером в Подгород! $B$BA для вас - вот оплата, как и обещал. Оставь сдачу себе, грязное животное!"
3912;"Давно уже никто не приходил поговорить со мной..."
3913;"Вы сильно нажимаете на камень, и он соскальзывает, открывая под собой небольшое углубление. $B$BПоместив Меч Линкена в углубление, вы понимаете, что он идеально подходит..."
3914;"Мой меч... С ним покончено!$b$bТеперь, если бы я только мог вспомнить, зачем мне это нужно...$b$bВот, позволь мне хотя бы заплатить тебе за твою работу."
3921;"О, что это? Самофланж, говоришь? Что такое самофланж??$B$BAh... но посмотрите, как он двигается, когда вы держите его в руках. А внутри слышен звук замысловатой шестеренки. О боже! Я хочу исправить это и посмотреть, что он делает, а вы??"
3922;"Отлично, вы их получили! Теперь я могу приступить к работе..."
3923;"Что это? Да ведь это самофланж! Где ты взял эту штуку? Вы рылись в холдингах Торговой компании в Степях? $B$BВы, должно быть, очень храбры или очень глупы."
3924;"Вы получили руководство! Я не могу дождаться, чтобы прочитать это и узнать, как починить Самофланж! Я разговаривал с Sputtervalve в Ratchet - он хотел поблагодарить вас за вашу помощь и хотел вознаградить ваши усилия. ."
3941;"Останься на месте хоть на мгновение... Я испытываю новую комбинацию кристаллов..."
3942;"Привет, $с. Я могу вам чем-то помочь?"
3961;"JD тебе вообще помог?"
3962;"Спасибо, $N.$B$BЗолотое пламя теперь будет возвращено на мою родину, где оно может быть защищено и никогда больше не будет использовано во зло.$B$BSПоскольку вы так много сделали для меня, я хотел бы вам иметь это. Без тебя я бы до сих пор понятия не имел, кто я!"
3981;"У нас мало времени. Слушай внимательно, $R. То, что я должен вам сказать, засекречено и предназначено только для ваших ушей."
3982;"Это был близкий звонок. Их предупредили о вашем присутствии... наверняка придут новые."
4001;"Это шанс для Орды навсегда изменить политический климат нашего истерзанного войной мира. Слушай внимательно, $N.$B$BПровал этой миссии невозможен."
4002;"Дальше этой точки пути назад уже нет, $N."
4003;"Что вы наделали!"
4004;"<Тралл ошеломлен информацией, которую вы ему представили.>$B$BA новая угроза маячит на горизонте. По мере того, как годы Магни клонятся к закату, перед этим нерожденным Темным Железом откроется путь стать правителем Стальгорна.$B$BТы выполнил то, о чем я просил тебя, и за это ты будешь вознагражден.$B$BТеперь оставь меня, $ Н! Я должен посоветоваться с Сильваной и Кэрн."
4005;" Вы говорите, «Бегущий по огневому огню»…$b$bДа, я знаю, что в обугленном центре кратера обитает сильный элементаль. Мы все просто держимся на расстоянии; никто не смог проникнуть в мощную ауру, окружающую его. Многие были сброшены с каменистых троп на землю внизу, когда пытались встретиться с ним лицом к лицу."
4021;"Вы сделали это! Вы победили Колкара!$B$BI позаботится о том, чтобы Тралл узнал о ваших действиях здесь, $N.$B$BВстаньте прямо. Ты ведь и сам, и Орда гордятся."
4022;"<Сайрус изучает линьку.>$B$BТы доказал, что не совсем бесполезен, смертный."
4023;"<Сайрус изучает линьку.>$B$BТы доказал, что не совсем бесполезен, смертный."
4024;"<Сайрус вырывает у вас из рук огненную субстанцию.>$B$ПОКА!$B$BВозьмите свою награду и уходите. Немедленно оставь мой взгляд!"
4041;"Итак, ты быстро наколол старину Миблона, а?"
4061;"<Теодора раскладывает фрагменты перед собой.>$b$b<Теодора внимательно изучает фрагменты огромным моноклем.>$b$bИнтересно. В структурной основе каждого из этих фрагментов выгравированы... инициалы."
4062;"<Лицо Лотвила бледнеет.>$b$bI... Я знаю эти отметины."
4063;"Что это?!? Эта голова не плоть. Это какое-то создание из темного железа: Тень Аргельмаха - ДРУГАЯ машина! Я подозреваю, что ваше уничтожение Аргельмаха будет недолгим, так как вскоре другой поднимется, чтобы занять «его» место."
4081;"Этот первый удар должен оставить у Кузни Гнева складку на штанах. А теперь иди, солдат. Мне нужно выполнить работу, спланировать сражения, уничтожить врагов!$B$BПроверьте знаки розыска, чтобы узнать больше."
4082;"Кузня гнева несомненно... зла. Вернись ко мне, когда получишь третью дань, и мы приступим к операции «Смерть кузнице гнева». Я не могу вдаваться в подробности того, что это влечет за собой, но будьте уверены, это связано с чьей-то смертью."
