"entry","content_default","content_loc8"
"544","Position: %f %f %f.","NULL"
"545","* is vendor (%u)","NULL"
"546","* is trainer (%u)","NULL"
"547","InstanceID: %u","NULL"
"548","│ GM Mode active, Phase: -1","NULL"
"549","├─ Banned: (Type: %s, Reason: %s, Time: %s, By: %s)","NULL"
"550","├─ Muted: (Reason: %s, Time: %s, By: %s)","NULL"
"551","%s has explored all zones now.","NULL"
"552","%s no longer has any explored zones.","NULL"
"553","%s has explored all zones for you.","NULL"
"554","%s has hidden all zones from you.","NULL"
"555","SetData performed on [GUID: %u, entry: %u, name: %s] Field: %u, Data: %u, with %s","NULL"
"556","Found nearby creatures (distance %f): %u","NULL"
"557","%s leveled you up to (%i).","NULL"
"558","%s leveled you down to (%i).","NULL"
"559","%s has reset your level progress.","NULL"
"560","The area has been set as explored.","NULL"
"561","The area has been set as not explored.","NULL"
"562","GUID=%i 's updateIndex: %i, value:  %i.","NULL"
"563","You change GUID=%i 's UpdateIndex: %i value to %i.","NULL"
"564","The value index %u is too big for %u (count: %u).","NULL"
"565","Set %u uint32 Value:[OPCODE]:%u [VALUE]:%u","NULL"
"566","You Set %u Field:%u to uint32 Value: %u","NULL"
"567","Set %u float Value:[OPCODE]:%u [VALUE]:%f","NULL"
"568","You Set %u Field:%i to float Value: %f","NULL"
"569","Get %u uint32 Value:[OPCODE]:%u [VALUE]:%u","NULL"
"570","The uint32 value of %u in %u is: %u","NULL"
"571","Get %u float Value:[OPCODE]:%u [VALUE]:%f","NULL"
"572","The float of %u value in %u is: %f","NULL"
"573",".Set32Bit:[OPCODE]:%u [VALUE]:%u","NULL"
"574","You set Bit of Field:%u to Value: %u","NULL"
"575",".Mod32Value:[OPCODE]:%u [VALUE]:%i","NULL"
"576","You modified the value of Field:%u to Value: %u","NULL"
"577","You are now invisible.","NULL"
"578","You are now visible.","NULL"
"579","The selected player or creature does not have a victim.","NULL"
"580","Player %s has learned all default spells for race/class and spell rewards from completed quests.","NULL"
"581","Found nearby gameobjects (distance %f): %u","NULL"
"582","SpawnTime: Full:%s Remaining:%s","NULL"
"583","%d - |cffffffff|Hgameevent:%d|h[%s]|h|r%s","NULL"
"584","No event found.","NULL"
"585","The event does not exist.","NULL"
"586","Event %u: %s%s
Start: %s End: %s Occurence: %s Length: %s
Next state change: %s","NULL"
"587","The event %u is already active.","NULL"
"588","The event %u is not active.","NULL"
"589","   Point movement to (X:%f Y:%f Z:%f)","NULL"
"590","   Fear movement","NULL"
"591","   Distract movement","NULL"
"592","You have learned all spells from the craft: %s","NULL"
"593","Currently Banned Accounts:","NULL"
"594","|    Account    |   BanDate    |   UnbanDate  |  Banned By    |   Ban Reason  |","NULL"
"595","Currently Banned IPs:","NULL"
"596","|      IP       |   BanDate    |   UnbanDate  |  Banned By    |   Ban Reason  |","NULL"
"597","Current gamemasters:","NULL"
"598","|    Account    |  GM  |","NULL"
"599","No gamemasters.","NULL"
"600","Failed to remove itemID = %i, amount = %i, from %s (No such item exists in target's inventory)","NULL"
"705","You must wait %s before speaking again.","NULL"
"706","Item(s) can not be equipped or stored in the inventory due to a problem.","NULL"
"707","%s does not wish to be disturbed: %s","NULL"
"708","%s is Away from Keyboard: %s","NULL"
"709","Do not Disturb","Не БЕСПОКОИТЬ!"
"710","Away from Keyboard","Ушел, скоро буду!"
"711","Queue status for %s (Lvl: %u to %u)
Queued alliances: %u (Need at least %u more)
Queued hordes: %u (Need at least %u more)","NULL"
"712","|cffff0000[BG Queue Announcer]:|r %s -- [%u-%u] A: %u/%u, H: %u/%u|r","NULL"
"713","You must be level %u to join an arena team!","NULL"
"714","│ Account: %s (ID: %u), GMLevel: %u","NULL"
"715","You don't meet Battleground level requirements","NULL"
"716","│ Last Login: %s (Failed Logins: %u)","NULL"
"717","|cffff0000[BG Queue Announcer]:|r %s -- [%u-%u] Started!|r","NULL"
"718","|cffff0000[Arena Queue Announcer]:|r %s -- Joined : %ux%u : %u|r","NULL"
"719","|cffff0000[Arena Queue Announcer]:|r %s -- Exited : %ux%u : %u|r","NULL"
"720","Your group is too large for this battleground. Please regroup to join.","NULL"
"721","Your group is too large for this arena. Please regroup to join.","NULL"
"722","Your group has members not in your arena team. Please regroup to join.","NULL"
"723","Your group does not have enough players to join this match.","NULL"
"727","Your group has an offline member. Please remove him before joining.","NULL"
"728","Your group has players from the opposing faction. You can't join the battleground as a group.","NULL"
"729","Your group has players from different battleground brakets. You can't join as group.","NULL"
"730","Someone in your party is already in this battleground queue. (S)he must leave it before joining as group.","NULL"
"731","Someone in your party is Deserter. You can't join as group.","NULL"
"732","Someone in your party is already in three battleground queues. You cannot join as group.","NULL"
"733","You cannot teleport to a battleground or arena map.","NULL"
"734","You cannot summon players to a battleground or arena map.","NULL"
"735","You must be in GM mode to teleport to a player in a battleground.","NULL"
"736","You cannot teleport to a battleground from another battleground. Please leave the current battleground first.","NULL"
"737","Arenas are set to 1v1 for debugging. So, don't join as group.","NULL"
"738","Arenas are set to normal playercount.","NULL"
"739","Battlegrounds are set to 1v0 for debugging.","NULL"
"740","Battlegrounds are set to normal playercount.","NULL"
"741","Flushing Arena points based on team ratings, this may take a few minutes. Please stand by...","NULL"
"742","Distributing arena points to players...","NULL"
"743","Finished setting arena points for online players.","NULL"
"744","Modifying played count, arena points etc. for loaded arena teams, sending updated stats to online players...","NULL"
"745","Modification done.","NULL"
"746","Done flushing Arena points.","NULL"
"747","This Battleground has been disabled. You can't join the queue.","NULL"
"748","Arenas have been disabled. You can't join the queue.","NULL"
"749","│ OS: %s - Latency: %u ms","NULL"
"750","Not enough players. This game will close in %u mins.","NULL"
"751","Not enough players. This game will close in %u seconds.","NULL"
"752","│ Last IP: %s (Locked: %s)","NULL"
"785","Arena testing turned %s","NULL"
"786","|cffff0000[Automatic]:|r","NULL"
"787","|cffffff00[|c1f40af20Announce by|r |cffff0000%s|cffffff00]:|r %s|r","NULL"
"800","Invalid name","Неверное имя."
"801","You do not have enough gold","У вас недостаточно золота..."
"802","You do not have enough free slots","NULL"
"803","Your partner does not have enough free bag slots","NULL"
"804","You do not have permission to perform that function","NULL"
"805","Unknown language","Неизвестный язык."
"806","You don't know that language","Вы не знаете этот язык."
"807","Please provide character name","NULL"
"808","Player %s not found or offline","NULL"
"809","Account for character %s not found","NULL"
"811","Guild Master","Гильдмастер"
"812","Officer","Офицер"
"813","Veteran","Ветеран"
"814","Member","Участник"
"815","Initiate","Гость"
"816","Warning: You've entered a no-fly zone and are about to be dismounted!","NULL"
"817","Entry %u not found in creature_template table.","NULL"
"818","Entry %u not found in sCreatureStorage. Possible new line in creature_template, but you can not add new creatures without restarting. Only modifing is allowed.","NULL"
"819","City","Город"
"843","│ Level: %u (%u/%u XP (%u XP left))","NULL"
"844","│ Race: %s %s, %s","NULL"
"845","│ Alive ?: %s","NULL"
"846","│ Phase: %u","NULL"
"847","│ Money: %ug%us%uc","NULL"
"848","│ Map: %s, Zone: %s","NULL"
"849","│ Guild: %s (ID: %u)","NULL"
"850","├─ Rank: %s","NULL"
"851","├─ Note: %s","NULL"
"852","├─ O. Note: %s","NULL"
"853","│ Played time: %s","NULL"
"854","│ Mails: %d Read/%u Total","NULL"
"855","Male","Мужчина"
"856","Female","Женщина"
"857","Arena team [%u] not found","NULL"
"858","There is already an arena team named ""%s""","NULL"
"859","%s is already in an arena team of that size","NULL"
"860","Arena Team In Combat","NULL"
"861","Arena with name: ""%s"" or silmilar not found","NULL"
"862","[%s] not member of the team ""%s""","NULL"
"863","[%s] already capitan in the team ""%s""","NULL"
"864","New ArenaTeam created [Name: ""%s""][Id: %u][Type: %u][Captain GUID: %u]","NULL"
"865","Arena team Name: ""%s""[Id: %u] disbanded","NULL"
"866","Arena team [Id: %u] change from ""%s"" to ""%s""","NULL"
"867","Arena team Name: ""%s""[Id: %u] change capitan from[%s] to [%s]","NULL"
"868","Arena team: ""%s""[%u] - Rating: %u - Type: %ux%u","NULL"
"869","Name:""%s""[guid:%u] - PR: %u - %s","NULL"
"870","|""%s""[ID:%u](%ux%u)|","NULL"
"871","│ Level: %u","NULL"
"872","Entered email is not equal to registration email, check input","NULL"
"873","The new emails do not match","NULL"
"874","The email was changed","NULL"
"875","Your email can't be longer than 64 characters, email not changed!","NULL"
"876","Email not changed (unknown error)!","NULL"
"877","Email change unnecessary, new email is equal to old email","NULL"
"878","Your email is: %s","NULL"
"879","└ Registration Email: %s - Email: %s","NULL"
"880","Security Level: %s","NULL"
"881","An email address is required to change your password.","NULL"
"882","│ Map: %s, Zone: %s, Area: %s","NULL"
"883","Account","NULL"
"1000","Exiting daemon...","NULL"
"1001","Account deleted: %s","NULL"
"1002","The account %s was NOT deleted (the SQL file format was probably updated).","NULL"
"1003","The account %s was NOT deleted (unknown error).","NULL"
"1004","Account created: %s","NULL"
"1005","An account name can NOT be longer than 16 characters (client limit). The account was NOT created.","NULL"
"1006","An account with this name already exists!","NULL"
"1007","The account %s was NOT created (the SQL file format was probably updated).","NULL"
"1008","The account %s was NOT created (unknown error).","NULL"
"1009","Player %s (Guid: %u) Account %s (Id: %u) deleted.","NULL"
"1010","-[         Account][   Character][             IP][Map][Zone][Exp][GMLev]-","NULL"
"1011","|<Error>        | %20s |<Error>          |<Er>| <Error>   |","NULL"
"1012","-==================================================================-","NULL"
"1013","-[%16s][%12s][%15s][%3d][%4d][%d][%d]-","NULL"
"1014","No online players.","NULL"
"1015","-======================== Characters Online =======================-","NULL"
"1016","| GUID       | Name                 | Account                      | Delete Date         |","NULL"
"1017","| %10u | %20s | %15s (%10u) | %19s |","NULL"
"1018","==========================================================================================","NULL"
"1019","No characters found.","NULL"
"1020","Restoring the following characters:","NULL"
"1021","Deleting the following characters:","NULL"
"1022","ERROR: You can only assign a new name if you have only selected a single character!","NULL"
"1023","The character '%s' (GUID: %u Account %u) can NOT be restored: The account does not exist!","NULL"
"1024","The character '%s' (GUID: %u Account %u) can NOT be restored: The account character list is full!","NULL"
"1025","The character '%s' (GUID: %u Account %u) can NOT be restored: The name is already in use!","NULL"
"1026","GUID: %u Name: %s Account: %s (%u) Date: %s","NULL"
"1027","SQL driver query logging enabled.","NULL"
"1028","SQL driver query logging disabled.","NULL"
"1030","Account name cannot contain '@' character.","NULL"
"1031","An account password can NOT be longer than 16 characters (client limit). The account was NOT created.","NULL"
"1100","The account %s (Id: %u) is allowed to use up to %u expansion(s) now.","NULL"
"1101","Message of the day changed to:
%s","NULL"
"1102","Message sent to %s: %s","NULL"
"1103","%d - %s %s","NULL"
"1104","%d - %s","NULL"
"1105","%d - %s","NULL"
"1106","%d - %s %s","NULL"
"1107","%d - %s","NULL"
"1108","%d - %s %s","NULL"
"1109","%d - %s %s %s %s","NULL"
"1110","%d - %s X:%f Y:%f Z:%f MapId:%d %s %s","NULL"
"1111","%d - %s X:%f Y:%f Z:%f MapId:%d %s %s","NULL"
"1112","Failed to open file: %s","NULL"
"1113","The account %s (%u) has reached maximum amount of allowed characters (client limitation).","NULL"
"1114","The dump file contains damaged data!","NULL"
"1115","Invalid character name!","NULL"
"1116","Invalid character guid!","NULL"
"1117","The character guid %u is already in use!","NULL"
"1118","%d - guild: %s (guid: %u) %s","NULL"
"1119","You must use male or female as gender.","NULL"
"1120","You changed the gender of %s to %s.","NULL"
"1121","Your gender was changed to %s by %s.","NULL"
"1122","(%u/%u +perm %u +temp %u)","NULL"
"1123","No pet found.","NULL"
"1124","Wrong pet type.","NULL"
"1125","Your pet has learned all talents.","NULL"
"1126","Your pet talents have been reset.","NULL"
"1127","The talents of %s's pet were reset.","NULL"
"1128","%d - |cffffffff|Htaxinode:%u|h[%s %s]|h|r (Map:%u X:%f Y:%f Z:%f)","NULL"
"1129","%d - %s %s (Map:%u X:%f Y:%f Z:%f)","NULL"
"1130","Unable to dump deleted characters, aborting.","NULL"
"1131","The following characters match your query:","NULL"
"1132","Currently Banned Characters:","NULL"
"1133","|   Character   |   BanDate    |   UnbanDate  |  Banned By    |   Ban Reason  |","NULL"
"1134","Sending tickets is allowed.","NULL"
"1135","Sending tickets is not allowed.","NULL"
"1136","Character %s has never been banned!","NULL"
"1137","Dev mode is ON","NULL"
"1138","Dev mode is OFF","NULL"
"1139","   Follow player %s (lowguid %u)","NULL"
"1140","   Follow creature %s (lowguid %u)","NULL"
"1141","   Follow <NULL>","NULL"
"1142","   Effect movement","NULL"
"1143","Target's moveFlags: %u, moveFlagsExtra: %u.","NULL"
"1144","Target's moveFlags set to: %u, moveFlagsExtra to: %u","NULL"
"1145","%s is already in a group!","NULL"
"1146","%s joined %s's group.","NULL"
"1147","%s is not in a group!","NULL"
"1148","Group is full!","NULL"
"1149","Group type: %s and consists of %u players.","NULL"
"1150","Name: %s (%s), Zone: %s, Phase: %u, GUID: %u, Flags: %s, Roles: %s","NULL"
"1151","Mail List Info: # of mails: %u, Player: %s(%u)","NULL"
"1152","Mail Id: %u Title: ""%s"" Money: %ug%us%uc","NULL"
"1153","Sender: %s(%u), Receiver: %s(%u)","NULL"
"1154","Time deliver: %s, Time expire: %s","NULL"
"1155","Item: %s[Entry:%u Guid:%u Count:%u]","NULL"
"1156","Mail List Info: No mail found for this character.","NULL"
"1157","All configs are reloaded from the configuration file(s).","NULL"
"1158","==========================================================","NULL"
"1159","|--------------------------------------------------------|","NULL"
"1160","|            | Alliance |  Horde   | Neutral  |  Total   |","NULL"
"1161","          Alliance/Horde/Neutral/Total","NULL"
"1162","| %-10s | %8u | %8u | %8u | %8u |","NULL"
"1163","%-10s = %6u / %6u / %6u / %6u","NULL"
"1164","Count","NULL"
"1165","Item Ratio","NULL"
"1166","|            | Alliance |   Horde  | Neutral  |  Amount  |","NULL"
"1167","          Alliance/Horde/Neutral/Amount","NULL"
"1168","Gray","NULL"
"1169","White","NULL"
"1170","Green","NULL"
"1171","Blue","NULL"
"1172","Purple","NULL"
"1173","Orange","NULL"
"1174","Yellow","NULL"
"1175","Amount of %s items is set to %u.","NULL"
"1176","Items ratio for %s is set to %u.","NULL"
"1177","Displaying Guild Details for %s (Id: %u)","NULL"
"1178","| Guild Master: %s (GUID: %u)","NULL"
"1179","| Guild Creation Date: %s","NULL"
"1180","| Guild Members: %u","NULL"
"1181","| Guild Bank: %u gold","NULL"
"1182","| Guild MOTD: %s","NULL"
"1183","| Guild Information: %s","NULL"
"1184","Successfully transferred ownership of character %s to account %s","NULL"
"1185","%s is not in a raid group!","NULL"
"1186","%s %s has raid role '%s'.","NULL"
"1187","The raid leader cannot be set as an assistant!","NULL"
"1188","Ban exists","NULL"
"1189","No instances were found matching your input.","NULL"
"1190","Multiple instances match your input - please be more specific:","NULL"
"1191","|- '%s' (map #%03u, %s)","NULL"
"1193","Could not find entrance portal for map '%s' (map #%03u)","NULL"
"1194","Could not find exit portal for map '%s' (map #%03u)","NULL"
"1195","Teleported you to the entrance of '%s' (map #%03u)","NULL"
"1196","Teleported you to the start of '%s' (map #%03u)","NULL"
"1197","Failed to teleport you to the entrance of '%s' (map #%03u) - are you missing an attunement for map '%s' (#%03u)?","NULL"
"1198","Failed to teleport you to the start of '%s' (map #%03u) - are you missing an attunement for the instance?","NULL"
"1200","You try to view cinematic %u but it doesn't exist.","NULL"
"1201","You try to view movie %u but it doesn't exist.","NULL"
"1202","Areatrigger debugging turned on.","NULL"
"1203","Areatrigger debugging turned off.","NULL"
"1204","You have reached areatrigger %u.","NULL"
"1205","No bosses were found matching your input.","NULL"
"1206","Multiple bosses match your input - please be more specific:","NULL"
"1207","|- #%05u '%s' (%s)","NULL"
"1208","Multiple spawn points exist for boss '%s' (creature #%05u) - go to one using .go creature:","NULL"
"1209","|- %06u (map #%03u '%s' at %s)","NULL"
"1210","Failed to teleport you to spawn point %u for boss '%s' (creature #%05u) - are you missing an attunement for map '%s'?","NULL"
"1211","Teleported you to spawn point for boss '%s' (creature #%05u, spawnid %u)","NULL"
"1500","Either:","NULL"
"1501","Or:    ","NULL"
"1502","Value '%.*s' is not valid for type %s.","NULL"
"1503","Invalid UTF-8 sequences found in string.","NULL"
"1504","Provided link has invalid link data.","NULL"
"1505","Account '%.*s' does not exist.","NULL"
"1506","Account ID %u does not exist.","NULL"
"1507","%s does not exist.","NULL"
"1508","Character '%.*s' does not exist.","NULL"
"1509","'%.*s' is not a valid character name.","NULL"
"1510","Achievement ID %u does not exist.","NULL"
"1511","Teleport location %u does not exist.","NULL"
"1512","Teleport location '%.*s' does not exist.","NULL"
"1513","Item ID %u does not exist.","NULL"
"1514","Spell ID %u does not exist.","NULL"
"1515","Expected '%.*s', got '%.*s' instead.","NULL"
"2000","|cff00ff00New ticket from|r|cffff00ff %s.|r |cff00ff00Ticket entry:|r|cffff00ff %d.|r","NULL"
"2001","|cff00ff00Character|r|cffff00ff %s |r|cff00ff00edited his/her ticket:|r|cffff00ff %d.|r","NULL"
"2002","|cff00ff00Character|r|cffff00ff %s |r|cff00ff00abandoned ticket entry:|r|cffff00ff %d.|r","NULL"
"2003","|cff00ff00Closed by|r:|cff00ccff %s|r ","NULL"
"2004","|cff00ff00Deleted by|r:|cff00ccff %s|r ","NULL"
"2005","Ticket not found.","NULL"
"2006","Please close ticket before deleting it permanently.","NULL"
"2007","Ticket %d is already assigned.","NULL"
"2008","%u Tickets succesfully reloaded from the database.","NULL"
"2009","Showing list of open tickets.","NULL"
"2010","Showing list of open tickets whose creator is online.","NULL"
"2011","Showing list of closed tickets.","NULL"
"2012","Invalid name specified. The name must be a name of an online Game Master.","NULL"
"2013","This ticket is already assigned to yourself. To unassign use .ticket unassign %d and then reassign.","NULL"
"2014","Ticket %d is not assigned, you cannot unassign it.","NULL"
"2015","You cannot unassign tickets from staff members with a higher security level than yourself.","NULL"
"2016","Cannot close ticket %d, it is assigned to another GM.","NULL"
"2017","|cffaaffaaTicket|r:|cffaaccff %d.|r ","NULL"
"2018","|cff00ff00Created by|r:|cff00ccff %s|r ","NULL"
"2019","|cff00ff00Last change|r:|cff00ccff %s ago|r ","NULL"
"2020","|cff00ff00Assigned to|r:|cff00ccff %s|r ","NULL"
"2021","|cff00ff00Unassigned by|r:|cff00ccff %s|r ","NULL"
"2022","|cff00ff00Ticket Message|r: [%s]|r ","NULL"
"2023","|cff00ff00GM Comment|r: [%s]|r","NULL"
"2024","|cff00ccff%s|r |cff00ff00Added comment|r: [%s]|r","NULL"
"2025","|cff00ff00Created|r:|cff00ccff %s ago|r ","NULL"
"2027","There are pending open tickets, please close them first!","NULL"
"2028","All closed tickets were deleted and counter is reseted to |cffff00ff 1|r","NULL"
"2029","|cff00ff00Ticket Response|r: [%s]|r","NULL"
"2030","|cff00ff00Completed by|r:|cff00ccff %s|r","NULL"
"5000","You froze player %s.","NULL"
"5001","It might be amusing, but no... you cant freeze yourself.","NULL"
"5002","Invalid input, check the name of the target.","NULL"
"5003","You unfroze player %s.","NULL"
"5004","There are no frozen players.","NULL"
"5005","Following players are frozen on the server:","NULL"
"5006","| %s - Status: Permanently frozen","NULL"
"5008","This instance is closed.","Это подземелье закрыто!"
"5009","Sound %u Played to server","NULL"
"5010","linkGUID: %u, Entry: %u (%s)","NULL"
"5011","You can't teleport yourself to yourself!","NULL"
"5012","No maps found!","NULL"
"5013","[Continent]","NULL"
"5014","[Instance]","NULL"
"5015","[Battleground]","NULL"
"5016","[Arena]","NULL"
"5017","[Raid]","NULL"
"5018","React state: %s","NULL"
"5019","| %s - Status: %d seconds left","NULL"
"5020","Phasemask: %u","NULL"
"5021","Armor: %u","NULL"
"5022","Granting ownership to first person that joins the channel ""%s"": Enabled.","NULL"
"5023","Granting ownership to first person that joins the channel ""%s"": Disabled.","NULL"
"5024","Entry: %u","NULL"
"5025","Type: %u","NULL"
"5026","DisplayID: %u","NULL"
"5027","Name: %s","NULL"
"5028","Lootid: %u","NULL"
"5029","Result limit reached (max results: %d)","NULL"
"5030","<unauthorized>","NULL"
"5031","AIName: %s ScriptName: %s","NULL"
"5032","No battleground found!","NULL"
"5033","No achievement criteria found!","NULL"
"5034","No outdoor PvP found!","NULL"
"5035","No reason given.","NULL"
"5036","EquipmentId: %u (Original: %u).","NULL"
"5037","MechanicImmuneMask: %u","NULL"
"5038","Unit Flags: %u","NULL"
"5039","Console","NULL"
"5040","Character","NULL"
"5041","Permanently","NULL"
"5042","You are outdoors.","NULL"
"5043","You are indoors.","NULL"
"5044","no VMAP available for area info","NULL"
"5045","Map: %d | ID: %d | perm: %s | extended: %s | diff: %d | canReset: %s | TTR: %s","NULL"
"5046","Player binds: %d","NULL"
"5047","Group binds: %d","NULL"
"5048","Unbinding map: %d inst: %d perm: %s diff: %d canReset: %s TTR: %s","NULL"
"5049","Instances unbound: %d","NULL"
"5050","Instances loaded: %d","NULL"
"5051","Players in instances: %d","NULL"
"5052","Instance saves: %d","NULL"
"5053","Players bound: %d","NULL"
"5054","Groups bound: %d","NULL"
"5055","Map is not a dungeon.","NULL"
"5056","Map has no instance data.","NULL"
"5057","Boss id %i state is now set to %i (%s).","NULL"
"5058","Boss id %i state is %i (%s).","NULL"
"5059","Mutes for account: %s","NULL"
"5060","No mutes for account: %s","NULL"
"5061","Mute Date: %20s Mutetime: %10u mins. Reason: %s Set by: %s","NULL"
"5070","Spawn group: %s (ID: %u, Flags: %u, Active: %u)","NULL"
"5071","Compatibility Mode: %u","NULL"
"5072","GUID: %s","NULL"
"5073","SpawnID: %u, location (%f, %f, %f)","NULL"
"5074","yaw: %f pitch: %f roll: %f","NULL"
"5075","Spawn group %u not found","NULL"
"5076","Spawned a total of %zu objects:","NULL"
"5077","Listing %s respawns within %uyd","NULL"
"5078","Listing %s respawns for %s (zone %u)","NULL"
"5079","SpawnID | Entry | GridXY| Zone | Respawn time (Full)","NULL"
"5080","overdue","NULL"
"5083","Active AI: %s","NULL"
"6604","You cannot say, yell or emote until you become level %d.","NULL"
"6605","You cannot whisper until you become level %d.","NULL"
"6606","You cannot write to channels until you become level %d.","NULL"
"6607","You cannot use auction until you become level %d.","NULL"
"6608","You cannot write tickets until you become level %d.","NULL"
"6609","You cannot trade until you become level %d.","NULL"
"6610","You cannot trade with characters lower than level %d.","NULL"
"6611","You cannot send mail until you become level %d.","NULL"
"6612","You cannot send mail to characters lower than level %d.","NULL"
"6613","|cfff00000[GM Announcement]: %s|r","NULL"
"6614","Notification to GM's - ","NULL"
"6615","|cffffff00[|c1f40af20GM Announce by|r |cffff0000%s|cffffff00]:|r %s|r","NULL"
"6616","Silence is ON for %s","NULL"
"7523","WORLD: Denying connections.","NULL"
"7524","WORLD: Accepting connections.","NULL"
"9980","Player name: %s, State: %s, Dungeons: %u (%s), Roles: %s, Comment: %s","NULL"
"9981","LfgGroup?: %u, State: %s, Dungeon: %u","NULL"
"9982","Not in group","NULL"
"9983","Queues cleared","NULL"
"9984","Lfg options: %u","NULL"
"9985","Lfg options changed","NULL"
"9986","None","NULL"
"9987","Role check","NULL"
"9988","Queued","NULL"
"9989","Proposal","NULL"
"9990","Vote kick","NULL"
"9991","In dungeon","NULL"
"9992","Finished dungeon","NULL"
"9993","Raid browser","NULL"
"9994","Tank","NULL"
"9995","Healer","NULL"
"9996","Dps","NULL"
"9997","Leader","NULL"
"9998","None","NULL"
"9999","Error","NULL"
"10049","The Horde has collected 200 silithyst!","NULL"
"10050","The Alliance has collected 200 silithyst!","NULL"
"10051","Take me to Northpass Tower.","NULL"
"10052","Take me to Eastwall Tower.","NULL"
"10053","Take me to Crown Guard Tower.","NULL"
"10054","Give me the flag, I'll take it to the central beacon for the glory of the Alliance!","NULL"
"10055","Give me the flag, I'll take it to the central beacon for the glory of the Horde!","NULL"
"11000","|cffffff00[|c00077766Autobroadcast|cffffff00]: |cFFF222FF%s|r","NULL"
"11001","You have not chosen -1 or the current realmID that you are on.","NULL"
"11002","Server: %s has kicked %s, reason: %s",
"11003","Server: %s has muted %s for %u minutes, reason: %s",
"11004","Server: %s has banned character %s for %s, reason: %s",
"11005","Server: %s has banned character %s permanetly, reason: %s",
"11006","Server: %s has banned %s for %s, reason: %s",
"11007","Server: %s has banned %s permanetly, reason: %s",
"11008","Movement type: %s","NULL"
"11009","Flags Extra: %u","NULL"
"11010","You didn't get kicked out of the instance even if Player::CheckInstanceLoginValid() returned false and without .gm on flag","NULL"
"11011","VisualizeBoundary warning: No interior point of the creature's boundary could be found - check if you have mutually exclusive boundaries!","NULL"
"11012","VisualizeBoundary error: Creature movement is unbounded","NULL"
"11013","VisualizeBoundary warning: Reached fail-safe flood boundary - check if your boundary is unbounded!","NULL"
"11014","You are already locked to %s.","NULL"
"11015","This creature does not have an active CreatureAI assigned to it.","NULL"
"11016","Select a player or player pet.","NULL"
"11017","Server shutdown delayed to %d seconds as other users are still connected. Specify 'force' to override.","NULL"
"11018","Server shutdown scheduled for T+%d seconds was successfully cancelled.","NULL"
"11100","Item transmogrified","Предмет трансмогрифицирован"
"11101","Equipment slot is empty","Слот экипировки пуст"
"11102","Invalid source item selected","Неверно выбран исходный предмет"
"11103","Source item does not exist","Исходный предмет не существует"
"11104","Destination item does not exist","Предмет назначения не существует"
"11105","Selected items are invalid","Предмет выбран неверный"
"11106","Not enough money","Не достаточно золота..."
"11107","You don't have enough tokens","Нет нужного количества токенов"
"11108","Transmogrifications removed","Трансмогрификация удалена"
"11109","There are no transmogrifications","Ничего не трансмогрифицировано"
"11110","Invalid name inserted","Вы ввели неверное имя"
"20070","Guide me to the Fortress Graveyard.","NULL"
"20071","Guide me to the Sunken Ring Graveyard.","NULL"
"20072","Guide me to the Broken Temple Graveyard.","NULL"
"20073","Guide me to the Westspark Graveyard.","NULL"
"20074","Guide me to the Eastspark Graveyard.","NULL"
"20075","Guide me back to the Horde landing camp.","NULL"
"20076","Guide me back to the Alliance landing camp.","NULL"
"20077","Queue for Wintergrasp.","NULL"
