363;"Player {} cannot whisper you any longer.";"Игрок {} больше не может шептать вам."
364;"Taxinodes: {}.";"Таксиноды: {}."
400;"|cffff0000[System Message]:|rScripts reloaded";"|cffff0000[Системное сообщение]:|rScripts перезагружены"
401;"You change security level of account {} to {}.";"Вы меняете уровень безопасности учетной записи {} на {}."
402;"{} changed your security level to {}.";"{} изменил ваш уровень безопасности на {}."
403;"You have low security level for this.";"У вас низкий уровень безопасности для этого."
404;"Creature movement disabled.";"Движение существ отключено."
405;"Creature movement enabled.";"Движение существ включено."
406;"Weather can't be changed for this zone.";"Погода не может быть изменена для этой зоны."
407;"Weather system disabled at server.";"Система погоды отключена на сервере."
408;"{} is banned for {}. Reason: {}.";"{} забанен для {}. Причина: {}."
409;"{} is banned permanently. Reason: {}.";"{} заблокирован навсегда. Причина: {}."
410;"{} {} not found";"{} {} не найден"
411;"{} unbanned.";"{} разбан."
412;"There was an error removing the ban on {}.";"Произошла ошибка при снятии запрета на {}."
413;"Account not exist: {}";"Аккаунт не существует: {}"
414;"There is no such character. Remember that the names are cAsE SeNSITivE!";"Нет такого персонажа. Помните, что имена вводятся с учетом регистра!"
415;"There is no such IP in banlist.";"Такого IP в банлисте нет."
416;"Account {} has never been banned";"Аккаунт {} никогда не блокировался"
417;"Ban history for account {}:";"История банов для учетной записи {}:"
418;"Ban Date: {} Bantime: {} Still active: {}  Reason: {} Set by: {}";"Дата блокировки: {} Время блокировки: {} Все еще активно: {} Причина: {} Установлено: {}"
419;"Inf.";"Инф."
420;"Never";"Никогда"
421;"Yes";"Да"
422;"No";"Нет"
423;"IP: {} Ban Date: {} Unban Date: {} Remaining: {} Reason: {} Set by: {}";"IP: {} Дата бана: {} Дата разбана: {} Осталось: {} Причина: {} Установлено: {}"
424;"There is no matching IPban.";"Нет подходящего IP-бана."
425;"There is no matching account.";"Нет соответствующей учетной записи."
426;"There is no banned account owning a character matching this part.";"Нет заблокированной учетной записи, владеющей персонажем, соответствующим этой части."
427;"The following IPs match your pattern:";"Следующие IP-адреса соответствуют вашему шаблону:"
428;"The following accounts match your query:";"Вашему запросу соответствуют следующие аккаунты:"
429;"You learned many spells/skills.";"Вы изучили много заклинаний/навыков."
430;"You learned all spells for class.";"Вы выучили все заклинания для класса."
431;"You learned all talents for class.";"Вы изучили все таланты для класса."
432;"You learned all languages.";"Вы выучили все языки."
433;"You learned all craft skills and recipes.";"Вы изучили все ремесленные навыки и рецепты."
434;"Could not find '{}'";"Не могу найти '{}'"
435;"Invalid item id: {}";"Недопустимый идентификатор элемента: {}"
436;"No items found!";"Ничего не найдено!"
437;"Invalid gameobject id: {}";"Недопустимый идентификатор игрового объекта: {}"
438;"Found items {}: {} ( inventory {} mail {} auction {} guild {})";"Найдено предметов {}: {} ( инвентарь {} почта {} аукцион {} гильдия {})"
439;"Found gameobjects {}: {}";"Найдено игровых объектов {}: {}"
440;"Invalid creature id: {}";"Недопустимый идентификатор существа: {}"
441;"Found creatures {}: {}";"Найдено существ {}: {}"
442;"No area found!";"Область не найдена!"
443;"No item sets found!";"Наборы предметов не найдены!"
444;"No skills found!";"Навыки не найдены!"
445;"No spells found!";"Заклинаний не найдено!"
446;"No quests found!";"Квесты не найдены!"
447;"No creatures found!";"Существа не найдены!"
448;"No gameobjects found!";"Игровые объекты не найдены!"
449;"Graveyard #{} doesn't exist.";"Кладбище №{} не существует."
450;"Graveyard #{} already linked to zone #{} (current).";"Кладбище #{} уже связано с зоной #{} (текущая)."
451;"Graveyard #{} linked to zone #{} (current).";"Кладбище #{} связано с зоной #{} (текущая)."
452;"Graveyard #{} can't be linked to subzone or not existed zone #{} (internal error).";"Кладбище #{} не может быть связано с подзоной или не существует зоны #{} (внутренняя ошибка)."
453;"Ban time remaining: {}, Banned by: {}, Reason: {}";"Оставшееся время блокировки: {}, заблокировано: {}, причина: {}"
454;"No faction in Graveyard with id= #{} , fix your DB";"На кладбище нет фракции с id= #{}, исправьте свою БД"
455;"invalid team, please fix database";"неверная команда, исправьте базу данных"
456;"any";"Любые"
457;"alliance";"альянс"
458;"horde";"орда"
459;"Graveyard #{} (faction: {}) is nearest from linked to zone #{}.";"Кладбище #{} (фракция: {}) находится ближе всего к зоне #{}."
460;"Zone #{} doesn't have linked graveyards.";"В зоне #{} нет связанных кладбищ."
461;"Zone #{} doesn't have linked graveyards for faction: {}.";"Зона #{} не имеет связанных кладбищ для фракции: {}."
462;"Teleport location already exists!";"Местоположение телепорта уже существует!"
463;"Teleport location added.";"Добавлено местоположение телепорта."
464;"Teleport location NOT added: database error.";"Местоположение телепорта НЕ добавлено: ошибка базы данных."
465;"Teleport location deleted.";"Местоположение телепорта удалено."
466;"No taxinodes found!";"Таксиноды не обнаружены!"
467;"Target unit has {} auras:";"Целевой юнит имеет {} аур:"
468;"id: {} {} effmask: {} charges: {} stack: {} slot {} duration: {} maxduration: {} {} {} caster: {} guid: {}";"идентификатор: {} {} effmask: {} заряды: {} стек: {} слот {} продолжительность: {} maxduration: {} {} {} caster: {} guid: {}"
469;"Target unit has {} auras of type {}:";"Целевой юнит имеет {} ауры типа {}:"
470;"id: {} eff: {} amount: {}";"идентификатор: {} эффект: {} количество: {}"
471;"Quest {} not found.";"Квест {} не найден."
472;"Quest {} started from item. For correct work, please, add item to inventory and start quest in normal way: .additem {}";"Квест {} начался с предмета. Для корректной работы добавьте предмет в инвентарь и начните квест в обычном режиме: .additem {}"
473;"Quest {} ({}) removed.";"Квест {} ({}) удален."
474;"Quest {} ({}) rewarded.";"Задание {} ({}) вознаграждено."
475;"Quest {} ({}) completed.";"Квест {} ({}) выполнен."
476;"Quest {} ({}) is already active.";"Квест {} ({}) уже активен."
477;"{}'s Fly Mode {}";"Режим полета {} {}"
478;"Opcode {} sent to {}";"Код операции {} отправлен {}"
479;"Character loaded successfully!";"Персонаж успешно загружен!"
480;"Failed to load the character!";"Не удалось загрузить персонажа!"
481;"Character dumped successfully!";"Персонаж сброшен успешно!"
482;"Character dump failed!";"Не удалось создать дамп персонажа!"
483;"Spell {} broken and not allowed to cast or learn!";"Заклинание {} сломано и не может быть разыграно или изучено!"
484;"Skill {} ({}) for player {} set to {} and current maximum set to {} (without permanent (talent) bonuses).";"Навык {} ({}) для игрока {} установлен на {}, а текущий максимум установлен на {} (без постоянных (талант) бонусов)."
485;"Player {} must have skill {} ({}) before using this command.";"Игрок {} должен иметь навык {} ({}), прежде чем использовать эту команду."
486;"Invalid skill id ({})";"Недопустимый идентификатор навыка ({})"
487;"You learned default GM spells/skills.";"Вы изучили стандартные заклинания/навыки GM."
488;"You already know that spell.";"Ты уже знаешь это заклинание."
489;"Target({}) already know that spell.";"Target({}) уже знает это заклинание."
490;"{} doesn't know that spell.";"{} не знает этого заклинания."
491;"You already forgot that spell.";"Ты уже забыл это заклинание."
492;"All spell cooldowns removed for {}.";"Все кулдауны заклинаний удалены для {}."
493;"Spell {} cooldown removed for {}.";"Время восстановления заклинания {} удалено для {}."
494;"Command : Additem, itemId = {}, amount = {}";"Команда: Additem, itemId = {}, amount = {}"
495;"Command : Additemset, itemsetId = {}";"Команда: Additemset, itemsetId = {}"
496;"Removed itemID = {}, amount = {} from {}";"Удален itemID = {}, сумма = {} из {}"
497;"Cannot create item '{}' (amount: {})";"Невозможно создать элемент '{}' (количество: {})"
498;"You need to provide a guild name!";"Вам необходимо указать название гильдии!"
499;"Player not found!";"Игрок не найден!"
500;"Player already has a guild!";"У игрока уже есть гильдия!"
501;"Guild not created! (already exists?)";"Гильдия не создана! (уже существует?)"
502;"No items from itemset '{}' found.";" Элементы из набора элементов ""{}"" не найдены."
503;"The distance is: (3D) {} (2D) {} (Exact 3D) {} (Exact 2D) {} yards.";"Расстояние составляет: (3D) {} (2D) {} (точное 3D) {} (точное 2D) {} ярдов."
504;"Item '{}' '{}' Item Slot {}";"Предмет '{}' '{}' Ячейка предмета {}"
505;"Item '{}' doesn't exist.";"Элемент '{}' не существует."
506;"Item '{}' '{}' Added to Slot {}";"Элемент '{}' '{}' добавлен в слот {}"
507;"Item save failed!";"Не удалось сохранить элемент!"
508;"{} - owner: {} (guid: {} account: {} ) {}";"{} - владелец: {} (руководство: {} учетная запись: {}) {}"
509;"{} - sender: {} (guid: {} account: {} ) receiver: {} (guid: {} account: {} ) {}";"{} - отправитель: {} (руководство: {} учетная запись: {}) получатель: {} (руководство: {} учетная запись: {}) {}"
510;"{} - owner: {} (guid: {} account: {} ) {}";"{} - владелец: {} (руководство: {} учетная запись: {}) {}"
511;"Wrong link type!";"Неверный тип ссылки!"
512;"{} - |cffffffff|Hitem:{}:0:0:0:0:0:0:0:0|h[{}]|h|r";"{} - |cffffffff|Элемент:{}:0:0:0:0:0:0:0:0|ч[{}]|ч|r"
513;"{} - |cffffffff|Hquest:{}:{}|h[{}]|h|r {}";"{} - |cffffffff|Hquest:{}:{}|h[{}]|h|r {}"
514;"{} - |cffffffff|Hcreature_entry:{}|h[{}]|h|r";"{} - |cffffffff|Hcreature_entry:{}|h[{}]|h|r"
515;"{} - |cffffffff|Hcreature:{}|h[{} X:{} Y:{} Z:{} MapId:{}]|h|r";"{} - |cffffffff|Hcreature:{}|h[{} X:{} Y:{} Z:{} MapId:{}]|h|r"
516;"{} - |cffffffff|Hgameobject_entry:{}|h[{}]|h|r";"{} - |cffffffff|Hgameobject_entry:{}|h[{}]|h|r"
517;"{} (Entry: {}) - |cffffffff|Hgameobject:{}|h[{} X:{} Y:{} Z:{} MapId:{}]|h|r";"{} (Запись: {}) - |cffffffff|Hgameobject:{}|h[{} X:{} Y:{} Z:{} MapId:{}]|h|r"
518;"{} - |cffffffff|Hitemset:{}|h[{} {}]|h|r";"{} - |cffffffff|Hitemset:{}|h[{} {}]|h|r"
519;"|cffffffff|Htele:{}|h[{}]|h|r";"|cffffffff|Hтеле:{}|h[{}]|h|r"
520;"{} - |cffffffff|Hspell:{}|h[{}]|h|r";"{} - |cffffffff|Hspell:{}|h[{}]|h|r"
521;"{} - |cffffffff|Hskill:{}|h[{} {}]|h|r {} {}";"{} - |cffffffff|Hskill:{}|h[{} {}]|h|r {} {}"
522;"Game Object (Entry: {}) not found";"Игровой объект (запись: {}) не найден"
523;">> Game Object {} (GUID: {}) at {} {} {}. Orientation {}.";">> Игровой объект {} (GUID: {}) в {} {} {}. Ориентация {}."
524;"Selected object: |cffffffff|Hgameobject:{}|h[{}]|h|r GUID: {} ID: {} X: {} Y: {} Z: {} MapId: {} Orientation: {} Phasemask {}";"Выбранный объект: |cffffffff|Hgameobject:{}|h[{}]|h|r GUID: {} ID: {} X: {} Y: {} Z: {} MapId: {} Ориентация: {} Phasemask { }"
525;">> Add Game Object '{}' ({}) (GUID: {}) added at '{} {} {}'.";">> Добавить игровой объект '{}' ({}) (GUID: {}), добавленный в '{} {} {}'."
526;"{} (lowguid: {}) movement generators stack:";"{} (lowguid: {}) стек генераторов движения:"
527;"Idle";"Праздный"
528;"Random";"Случайный"
529;"Waypoint";"путевая точка"
530;"Animal random";"Случайное животное"
531;"Confused";"Смущенный"
532;"Targeted to player {} (lowguid {})";"Нацелено на игрока {} (lowguid {})"
533;"Targeted to creature {} (lowguid {})";"Нацелено на существо {} (lowguid {})"
534;"Targeted to <NULL>";"Таргетинг на <NULL>"
535;"Home movement to (X:{} Y:{} Z:{})";"Движение домой к (X:{} Y:{} Z:{})"
536;"Home movement used for player?!?";"Домашнее движение, используемое для игрока?!?"
537;"Taxi flight";"Полет на такси"
538;"Unknown movement generator ({})";"Неизвестный генератор движения ({})"
539;"Player selected NPC DB GUID: {}, current GUID: {}. Current Entry: {} of ({}, {}, {}). DisplayID: {} (Native: {}). Faction: {}. npcFlags: {}.";"Игрок выбрал GUID базы данных NPC: {}, текущий GUID: {}. Текущая запись: {} из ({}, {}, {}). DisplayID: {} (собственный: {}). Фракция: {}. npcFlags: {}."
540;"Level: {}.";"Уровень: {}."
541;"Health (base): {}. (max): {}. (current): {}.";"Здоровье (базовое): {}. (Максимум): {}. (Текущий): {}."
542;"Unit Flags: {}. Unit Flags 2: {}. Dynamic Flags: {}. Faction Template: {}.";"Флаги юнитов: {}. Флаги юнитов 2: {}. Динамические флаги: {}. Шаблон фракции: {}."
543;"Loot: {} Pickpocket: {} Skinning: {}";"Добыча: {} Карманник: {} Снятие шкур: {}"
544;"Position: {} {} {}.";"Должность: {} {} {}."
545;"* is vendor ({})";"* является поставщиком ({})"
546;"* is trainer ({})";"* тренер ({})"
547;"InstanceID: {}";"ID экземпляра: {}"
548;"Player{} {} (guid: {}) Account: {} (id: {}) Email: {} GMLevel: {} Last IP: {} Last login: {} Latency: {}ms";"Игрок{} {} (guid: {}) Учетная запись: {} (id: {}) Электронная почта: {} GMLevel: {} Последний IP-адрес: {} Последний вход: {} Задержка: {} мс"
549;"Race: {} Class: {} Played time: {} Level: {} Money: {}g{}s{}c";"Раса: {} Класс: {} Время в игре: {} Уровень: {} Деньги: {}g{}s{}c"
550;"│ Muted: (Reason: {}, Time: {}, Left {}, By: {})";"│ Приглушено: (Причина: {}, Время: {}, Осталось {}, Автор: {})"
551;"{} has explored all zones now.";"{} исследовал все зоны."
552;"{} has no more explored zones.";"У {} больше нет исследованных зон."
553;"{} has explored all zones for you.";"{} изучил все зоны для вас."
554;"{} has hidden all zones from you.";"{} скрыл от вас все зоны."
555;"SetData performed on [GUID: {}, entry: {}, name: {}] Field: {}, Data: {}, with {}";"SetData выполняется для [GUID: {}, запись: {}, имя: {}] Поле: {}, Данные: {}, с {}"
556;"Found near creatures (distance {}): {}";"Найдено рядом с существами (расстояние {}): {}"
557;"{} level up you to ({})";"{} повысит ваш уровень до ({})"
558;"{} level down you to ({})";"{} понизил ваш уровень до ({})"
559;"{} reset your level progress.";"{} сбросить прогресс вашего уровня."
560;"The area has been set as explored.";"Район признан разведанным."
561;"The area has been set as not explored.";"Район указан как неисследованный."
562;"GUID={} 's updateIndex: {}, value:  {}.";"GUID={} updateIndex: {}, значение: {}."
563;"You change GUID={} 's UpdateIndex: {} value to {}.";"Вы меняете значение UpdateIndex: {} GUID={} на {}."
564;"The value index {} is too big to {}(count: {}).";"Индекс значения {} слишком велик для {}(count: {})."
565;"Set {} uint32 Value:[OPCODE]:{} [VALUE]:{}";"Установите значение {} uint32: [КОД ОПЦИИ]: {} [ЗНАЧЕНИЕ]: {}"
566;"You Set {} Field:{} to uint32 Value: {}";"Вы устанавливаете поле {}:{} в значение uint32: {}"
567;"Set {} float Value:[OPCODE]:{} [VALUE]:{}";"Установить {} float Value:[OPCODE]:{} [VALUE]:{}"
568;"You Set {} Field:{} to float Value: {}";"Вы устанавливаете {} Field:{} в float Value: {}"
569;"Get {} uint32 Value:[OPCODE]:{} [VALUE]:{}";"Получить значение {} uint32: [КОД ОПЦИИ]: {} [ЗНАЧЕНИЕ]: {}"
570;"The uint32 value of {} in {} is: {}";"Значение uint32 {} в {}: {}"
571;"Get {} float Value:[OPCODE]:{} [VALUE]:{}";"Получить {} float Value:[OPCODE]:{} [VALUE]:{}"
572;"The float of {} value in {} is: {}";"Поплавок значения {} в {}: {}"
573;".Set32Bit:[OPCODE]:{} [VALUE]:{}";".Set32Bit:[OPCODE]:{} [ЗНАЧЕНИЕ]:{}"
574;"You set Bit of Field:{} to Value: {}";"Вы устанавливаете Bit of Field:{} в Value: {}"
575;".Mod32Value:[OPCODE]:{} [VALUE]:{}";".Mod32Value:[КОД ОПЦИИ]:{} [ЗНАЧЕНИЕ]:{}"
576;"You modified the value of Field:{} to Value: {}";"Вы изменили значение поля: {} на значение: {}"
577;"You are now invisible.";"Теперь ты невидим."
578;"You are now visible.";"Теперь вы видны."
579;"Selected player or creature not have victim.";"У выбранного игрока или существа нет жертвы."
580;"Player {} learned all default spells for race/class and completed quests rewarded spells.";"Игрок {} выучил все стандартные заклинания для расы/класса и выполнил задания, вознаграждаемые заклинаниями."
581;"Found near gameobjects (distance {}): {}";"Найдено рядом с игровыми объектами (расстояние {}): {}"
582;"SpawnTime: Full:{} Remain:{}";"SpawnTime: Полный:{} Осталось:{}"
583;"{} - |cffffffff|Hgameevent:{}|h[{}]|h|r{}";"{} - |cffffffff|Hgameevent:{}|h[{}]|h|r{}"
584;"No event found!";"Событие не найдено!"
585;"Event not exist!";"Событие не существует!"
586;"Event {}: {}{} Start: {} End: {} Occurence: {} Length: {} Next state change: {}";"Событие {}: {}{} Начало: {} Конец: {} Возникновение: {} Продолжительность: {} Следующее изменение состояния: {}"
587;"Event {} already active!";"Событие {} уже активно!"
588;"Event {} not active!";"Событие {} не активно!"
589;"Point movement to (X:{} Y:{} Z:{})";"Перемещение точки к (X:{} Y:{} Z:{})"
590;"Fear movement";"Движение страха"
591;"Distract movement";"Отвлекать движение"
592;"You have learned all spells in craft: {}";"Вы выучили все заклинания в ремесле: {}"
593;"Currently Banned Accounts:";"Текущие заблокированные аккаунты:"
594;"|    Account    |   BanDate    |   UnbanDate  |  Banned By    |   Ban Reason  |";"| Аккаунт | БанДате | UnbanDate | Запрещен | Причина бана |"
595;"Currently Banned IPs:";"В настоящее время заблокированные IP-адреса:"
596;"|      IP       |   BanDate    |   UnbanDate  |  Banned By    |   Ban Reason  |";"| ИП | БанДате | UnbanDate | Запрещен | Причина бана |"
597;"Current gamemasters:";"Текущие гейммастера:"
598;"|    Account    |  GM  |";"Аккаунт | ГМ |"
599;"No gamemasters.";"Нет гейммастеров."
705;"You must wait {} before speaking again.";"Вы должны подождать {}, прежде чем говорить снова."
706;"This item(s) have problems with equipping/storing in inventory.";"У этого предмета(ов) есть проблемы с экипировкой/хранением в инвентаре."
707;"{} does not wish to be disturbed: {}";"{} не хочет, чтобы его беспокоили: {}"
708;"{} is Away from Keyboard: {}";"{} находится вдали от клавиатуры: {}"
709;"Do not Disturb";"Не беспокоить"
710;"Away from Keyboard";"Вдали от клавиатуры"
711;"Queue status for {} (Lvl: {} to {}) Queued alliances: {} (Need at least {} more) Queued hordes: {} (Need at least {} more)";"Статус очереди для {} (уровень: от {} до {}) Альянсы в очереди: {} (нужно еще как минимум {}) орды в очереди: {} (нужно еще как минимум {})"
712;"|cffff0000[BG Queue Announcer]:|r {} -- [{}-{}] [{}/{}]|r";"|cffff0000[Диктор очереди BG]:|r {} -- [{}-{}] [{}/{}]|r"
713;"Queue status for {} (skirmish {}) (Lvl: {} to {}) Queued: {} (Need at least {} more)";"Статус очереди для {} (стычка {}) (Уровень: от {} до {}) В очереди: {} (нужно еще как минимум {})"
714;"Map: {}, Area: {}, Zone: {}, Phase: {}";"Карта: {}, Область: {}, Зона: {}, Фаза: {}"
715;"You don't meet Battleground level requirements";"Вы не соответствуете требованиям уровня Battleground"
716;"Map: {}, Area: {}";"Карта: {}, Область: {}"
717;"|cffff0000[BG Queue Announcer]:|r {} -- [{}-{}] Started!|r";"|cffff0000[Диктор очереди BG]:|r {} -- [{}-{}] Запущено!|r"
718;"|cffff0000[Arena Queue Announcer]:|r {} -- Joined : {}x{} : {}|r";"|cffff0000[Диктор очереди на арену]:|r {} -- Присоединился : {}x{} : {}|r"
719;"|cffff0000[Arena Queue Announcer]:|r {} -- Exited : {}x{} : {}|r";"|cffff0000[Диктор очереди на арену]:|r {} -- Exited : {}x{} : {}|r"
720;"Your group is too large for this battleground. Please regroup to join.";"Ваша группа слишком велика для этого поля боя. Пожалуйста, перегруппируйтесь, чтобы присоединиться."
721;"Your group is too large for this arena. Please regroup to join.";"Ваша группа слишком велика для этой арены. Пожалуйста, перегруппируйтесь, чтобы присоединиться."
722;"Your group has members not in your arena team. Please regroup to join.";"В вашей группе есть участники, не входящие в вашу команду арены. Пожалуйста, перегруппируйтесь, чтобы присоединиться."
723;"Your group does not have enough players to join this match.";"В вашей группе недостаточно игроков, чтобы присоединиться к этому матчу."
726;"|cffff0000[Arena Queue]:|r %s (skirmish %s) -- [%u-%u] [%u/%u]|r";"|cffff0000[Очередь на Арену]:|r %s (стычка %s) -- [%u-%u] [%u/%u]|r"
727;"Your group has an offline member. Please remove him before joining.";"В вашей группе есть офлайн-участник. Пожалуйста, удалите его перед присоединением."
728;"Your group has players from the opposing faction. You can't join the battleground as a group.";"В вашей группе есть игроки из противоположной фракции. Вы не можете выйти на поле боя в составе группы."
729;"Your group has players from different battleground brakets. You can't join as group.";"В вашей группе есть игроки с разных полей боя. Вы не можете присоединиться к группе."
730;"Someone in your party is already in this battleground queue. (S)he must leave it before joining as group.";"Кто-то из вашей группы уже стоит в очереди на это поле боя. (S) он должен покинуть его, прежде чем присоединиться к группе."
731;"Someone in your party is Deserter. You can't join as group.";"Кто-то в вашей группе Дезертир. Вы не можете присоединиться к группе."
732;"Someone in your party is already in three battleground queues. You cannot join as group.";"Кто-то из вашей группы уже находится в трех очередях на поле боя. Вы не можете присоединиться к группе."
733;"You cannot teleport to a battleground or arena map.";"Вы не можете телепортироваться на поле боя или карту арены."
734;"You cannot summon players to a battleground or arena map.";"Вы не можете вызывать игроков на поле боя или карту арены."
735;"You must be in GM mode to teleport to a player in a battleground.";"Вы должны быть в режиме GM, чтобы телепортироваться к игроку на поле боя."
736;"You cannot teleport to a battleground from another battleground. Please leave the current battleground first.";"Вы не можете телепортироваться на поле боя с другого поля боя. Сначала покиньте текущее поле боя."
737;"Arenas are set to 1v1 for debugging. So, don't join as group.";"Арены настроены на 1 на 1 для отладки. Итак, не присоединяйтесь к группе."
738;"Arenas are set to normal playercount.";"Арены настроены на обычное количество игроков."
739;"Battlegrounds are set to 1v0 for debugging.";"Поле боя настроено на 1 на 0 для отладки."
740;"Battlegrounds are set to normal playercount.";"На полях сражений установлено нормальное количество игроков."
741;"Flushing Arena points based on team ratings, this may take a few minutes. Please stand by...";"Сброс очков Арены на основе рейтинга команды может занять несколько минут. Подождите, пожалуйста..."
742;"Distributing arena points to players...";"Раздача очков арены игрокам..."
743;"Finished setting arena points for online players.";"Завершена установка очков арены для онлайн-игроков."
744;"Modifying played count, arena points etc. for loaded arena teams, sending updated stats to online players...";"Изменение количества игр, очков арены и т. д. для загруженных команд арены, отправка обновленной статистики онлайн-игрокам..."
745;"Modification done.";"Модификация сделана."
746;"Done flushing Arena points.";"Сброс очков Арены завершен."
747;"This Battleground has been disabled. You can't join the queue.";"Это поле боя отключено. Вы не можете встать в очередь."
748;"Arenas have been disabled. You can't join the queue.";"Арены отключены. Вы не можете встать в очередь."
749;"¦ OS: {} - Latency: {} ms";"¦ ОС: {} - Задержка: {} мс"
750;"Not enough players. This game will close in {} mins.";"Недостаточно игроков. Эта игра будет закрыта через {} мин."
751;"Not enough players. This game will close in {} seconds.";"Недостаточно игроков. Эта игра закроется через {} секунд."
752;"¦ Last IP: {} (Locked: {})";"¦ Последний IP-адрес: {} (заблокировано: {})"
785;"Arena testing turned {}";"Тестирование арены закончилось {}"
786;"|cffff0000[Automatic]:|r";"|cffff0000[Автоматически]:|r"
787;"|cffffff00[|c1f40af20Announce by|r |cffff0000{}|cffffff00]:|r {}|r";"|cffffff00[|c1f40af20Объявление от|r |cffff0000{}|cffffff00]:|r {}|r"
800;"Invalid name";"Неправильное имя"
801;"You do not have enough gold";"У вас недостаточно золота"
802;"You do not have enough free slots";"У вас недостаточно свободных слотов"
803;"Your partner does not have enough free bag slots";"У вашего партнера недостаточно свободных слотов для сумок"
804;"You do not have permission to perform that function";"У вас нет разрешения на выполнение этой функции"
805;"Unknown language";"Неизвестный язык"
806;"You don't know that language";"Вы не знаете этот язык"
807;"Please provide character name";"Пожалуйста, укажите имя персонажа"
808;"Player {} not found or offline";"Игрок {} не найден или не в сети"
809;"Account for character {} not found";"Аккаунт для персонажа {} не найден"
811;"Guild Master";"Мастер гильдии"
812;"Officer";"Офицер"
813;"Veteran";"ветеран"
814;"Member";"Член"
815;"Initiate";"Инициировать"
816;"Warning: You've entered a no-fly zone and are about to be dismounted!";"Предупреждение: вы вошли в бесполетную зону и собираетесь спешиться!"
817;"Entry {} not found in creature_template table.";"Запись {} не найдена в таблице Creation_template."
818;"Entry {} not found in sCreatureStorage. Possible new line in creature_template, but you can not add new creatures without restarting. Only modifing is allowed.";"Запись {} не найдена в sCreatureStorage. Возможна новая строка в Creation_template, но нельзя добавлять новых существ без перезагрузки. Допускается только модификация."
819;"City";"Город"
820;"* has gossip ({})";"* есть сплетни ({})"
821;"* is quest giver ({})";"* дает квест ({})"
822;"* is class trainer ({})";"* является тренером класса ({})"
823;"* is profession trainer({})";"является тренером по профессии({})"
824;"* is ammo vendor ({})";"* — поставщик боеприпасов ({})"
825;"* is food vendor({})";"* продавец еды({})"
826;"* is poison vendor ({})";"* продавец яда ({})"
827;"* is reagent vendor ({})";"* — поставщик реагентов ({})"
828;"* can repair ({})";"* можно починить ({})"
829;"* is flight master ({})";"* является командиром полета ({})"
830;"* is spirit healer ({})";"* целитель духа ({})"
831;"* is spirit guide ({})";"* является проводником духа ({})"
832;"* is innkeeper ({})";"* трактирщик ({})"
833;"* is banker ({})";"* банкир ({})"
834;"* is petitioner ({})";"* является заявителем ({})"
835;"* is tabard designer ({})";"* дизайнер гербовой накидки ({})"
836;"* is battle master ({})";"* является мастером битвы ({})"
837;"* is auctioneer ({})";"* является аукционистом ({})"
838;"* is stable master ({})";"* является стабильным мастером ({})"
839;"* is guild banker ({})";"* является банкиром гильдии ({})"
840;"* has spell click ({})";"* имеет щелчок по заклинанию ({})"
841;"* is mailbox ({})";"* почтовый ящик ({})"
842;"* is player vehicle ({})";"* это транспортное средство игрока ({})"
843;"¦ Level: {} ({}/{} XP ({} XP left))";"¦ Уровень: {} ({}/{} XP (осталось {} XP))"
844;"¦ Race: {} {}, {}";"¦ Раса: {} {}, {}"
845;"¦ Alive ?: {}";"¦ Жив?: {}"
846;"¦ Phase: {}";"¦ Фаза: {}"
847;"¦ Money: {}g{}s{}c";"¦ Деньги: {}g{}s{}c"
848;"¦ Map: {}, Zone: {}";"¦ Карта: {}, Зона: {}"
849;"¦ Guild: {} (ID: {})";"¦ Гильдия: {} (ID: {})"
850;"├─ Rank: {}";"├─ Ранг: {}"
851;"├─ Note: {}";"├─ Примечание: {}"
852;"├─ O. Note: {}";"├─ О. Примечание: {}"
853;"¦ Played time: {}";"¦ Время воспроизведения: {}"
854;"¦ Mails: {} Read/{} Total";"¦ Письма: {} прочитано/{} всего"
855;"Male";"Мужской"
856;"Female";"женский"
857;"Arena team [{}] not found";"Команда Арены [{}] не найдена"
858;"There is already an arena team named ""{}""";" Команда арены под названием ""{}"" уже существует."
859;"{} is already in an arena team of that size";"{} уже состоит в команде арены такого размера"
860;"Arena Team In Combat";"Команда Арены в бою"
861;"Arena with name: ""{}"" or silmilar not found";" Арена с названием: ""{}"" или похожее не найдено"
862;"[{}] not member of the team ""{}""";" [{}] не является членом команды ""{}"""
863;"[{}] already capitan in the team ""{}""";" [{}] уже капитан в команде ""{}"""
864;"New ArenaTeam created [Name: ""{}""][Id: {}][Type: {}][Captain GUID: {}]";" Создана новая команда ArenaTeam [Имя: ""{}""][Идентификатор: {}][Тип: {}][Идентификатор GUID капитана: {}]"
865;"Arena team Name: ""{}""[Id: {}] disbanded";" Название команды Арены: ""{}""[Id: {}] распущено"
866;"Arena team [Id: {}] change from ""{}"" to ""{}""";" Команда арены [идентификатор: {}] изменена с ""{}"" на ""{}"""
867;"Arena team Name: ""{}""[Id: {}] change capitan from[{}] to [{}]";" Название команды арены: ""{}""[Id: {}] изменить капитана с [{}] на [{}]"
868;"Arena team: ""{}""[{}] - Rating: {} - Type: {}x{}";" Команда Арены: ""{}""[{}] - Рейтинг: {} - Тип: {}x{}"
869;"Name:""{}""[guid:{}] - PR: {} - {}";" Имя:""{}""[guid:{}] - PR: {} - {}"
870;"|""{}""[ID:{}]({}x{})|";" |""{}""[ID:{}]({}x{})|"
871;"¦ Level: {}";"¦ Уровень: {}"
